approved_symbol,hgnc_id,gene_name_reported,source,source_count,source_evidence
ARHGDIA,678,ARHGDIA,PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_33532864,7,TRUE
ARID1A,11110,ARID1A,PMID_30476936,1,FALSE
ARID1B,18040,ARID1B,PMID_30476936,1,FALSE
ARL13B,25419,ARL13B,PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_31027891 | PMID_35005812,7,TRUE
ARL3,694,ARL3,PMID_34264297,1,FALSE
ARL6,13210,ARL6,PMID_35325889 | PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_31027891 | PMID_33532864 | PMID_35005812,10,TRUE
ARMC5,25781,ARMC5,PMID_30476936,1,FALSE
ARMC9,20730,ARMC9,PMID_34264297,1,FALSE
ARNT2,16876,ARNT2,PMID_30476936,1,FALSE
ARX,18060,ARX,PMID_30476936,1,FALSE
ASXL1,18318,ASXL1,PMID_30476936,1,FALSE
ATP6V0A4,866,ATP6V0A4,PMID_35325889 | PMID_34264297 | PMID_36035137 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_31027891 | PMID_26862157 | PMID_33532864,10,TRUE
ATP6V1B1,853,ATP6V1B1,PMID_35325889 | PMID_34264297 | PMID_36035137 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_31027891 | PMID_26862157 | PMID_33532864,10,TRUE
ATP7A,869,ATP7A,PMID_30476936,1,FALSE
ATP7B,870,ATP7B,PMID_35325889 | PMID_30476936 | PMID_31509055 | PMID_31822006,4,TRUE
ATXN10,10549,ATXN10,PMID_29801666 | PMID_31027891 | PMID_33532864,3,TRUE
AUH,890,AUH,PMID_30476936,1,FALSE
AVIL,14188,AVIL,PMID_34264297 | PMID_33532864,2,TRUE
AVP,894,AVP,PMID_35325889 | PMID_30476936,2,TRUE
AVPR2,897,AVPR2,PMID_35325889 | PMID_34264297 | PMID_36035137 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_26862157 | PMID_33532864,9,TRUE
AXDND1,26564,AXDND1,PMID_36035137,1,FALSE
B2M,914,B2M,PMID_35325889 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_31027891 | PMID_33532864,6,TRUE
B3GLCT,20207,B3GLCT,PMID_30476936,1,FALSE
B4GAT1,15685,B4GAT1,PMID_30476936,1,FALSE
B9D1,24123,B9D1,PMID_34264297 | PMID_36035137 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_31027891 | PMID_26862157 | PMID_33532864 | PMID_35005812,11,TRUE
B9D2,28636,B9D2,PMID_34264297 | PMID_36035137 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_31027891 | PMID_26862157 | PMID_33532864 | PMID_35005812,11,TRUE
BBIP1,28093,BBIP1,PMID_35325889 | PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_33532864 | PMID_35005812,6,TRUE
BBS1,966,BBS1,PMID_35325889 | PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_31027891 | PMID_33532864 | PMID_35005812,10,TRUE
BBS10,26291,BBS10,PMID_35325889 | PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_31027891 | PMID_33532864 | PMID_35005812,10,TRUE
BBS12,26648,BBS12,PMID_35325889 | PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_31027891 | PMID_33532864 | PMID_35005812,10,TRUE
BBS2,967,BBS2,PMID_35325889 | PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_31027891 | PMID_33532864 | PMID_35005812,10,TRUE
BBS4,969,BBS4,PMID_35325889 | PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_31027891 | PMID_33532864 | PMID_35005812,10,TRUE
BBS5,970,BBS5,PMID_35325889 | PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_31027891 | PMID_33532864 | PMID_35005812,10,TRUE
BBS7,18758,BBS7,PMID_35325889 | PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_31027891 | PMID_33532864 | PMID_35005812,10,TRUE
BBS9,30000,BBS9,PMID_35325889 | PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_31027891 | PMID_33532864 | PMID_35005812,10,TRUE
BCOR,20893,BCOR,PMID_30476936,1,FALSE
BCS1L,1020,BCS1L,PMID_35325889 | PMID_30476936,2,TRUE
BICC1,19351,BICC1,PMID_35325889 | PMID_34264297 | PMID_36035137 | PMID_33664247 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_33532864 | PMID_35005812,9,TRUE
BLK,1057,BLK,PMID_35325889,1,FALSE
BMP4,1071,BMP4,PMID_35325889 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_31027891 | PMID_33532864 | PMID_35005812,8,TRUE
BMP7,1074,BMP7,PMID_35325889 | PMID_33664247 | PMID_33532864,3,TRUE
BMPER,24154,BMPER,PMID_30476936,1,FALSE
BMPR2,1078,BMPR2,PMID_35325889,1,FALSE
BRAF,1097,BRAF,PMID_35325889 | PMID_30476936,2,TRUE
BRIP1,20473,BRIP1,PMID_30476936,1,FALSE
BSCL2,15832,BSCL2,PMID_35325889 | PMID_30476936,2,TRUE
BSND,16512,BSND,PMID_35325889 | PMID_34264297 | PMID_36035137 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_31027891 | PMID_26862157 | PMID_33532864,10,TRUE
BUB1B,1149,BUB1B,PMID_30476936,1,FALSE
C1QA,1241,C1QA,PMID_30476936 | PMID_31509055 | PMID_31822006,3,TRUE
C1QB,1242,C1QB,PMID_30476936 | PMID_31509055 | PMID_31822006,3,TRUE
C1QC,1245,C1QC,PMID_30476936 | PMID_31509055 | PMID_31822006,3,TRUE
C2,1248,C2,PMID_30476936,1,FALSE
C21orf58,1300,C21ORF58,PMID_29801666 | PMID_33532864,2,TRUE
C2CD3,24564,C2CD3,PMID_34264297 | PMID_35005812,2,TRUE
C3,1318,C3,PMID_34264297 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_31027891,5,TRUE
C4A,1323,C4A,PMID_30476936,1,FALSE
C5,1331,C5,PMID_35325889 | PMID_33664247,2,TRUE
CA2,1373,CA2,PMID_35325889 | PMID_34264297 | PMID_36035137 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_31027891 | PMID_26862157 | PMID_33532864,10,TRUE
CACNA1H,1395,CACNA1H,PMID_35325889,1,FALSE
CACNA1S,1397,CACNA1S,PMID_30476936,1,FALSE
CAD,1424,CAD,PMID_30476936,1,FALSE
CASP10,1500,CASP10,PMID_30476936,1,FALSE
CASR,1514,CASR,PMID_35325889 | PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_31027891 | PMID_33532864,8,TRUE
CAV1,1527,CAV1,PMID_35325889,1,FALSE
CC2D2A,29253,CC2D2A,PMID_34264297 | PMID_36035137 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_31027891 | PMID_26862157 | PMID_33532864 | PMID_35005812,11,TRUE
CCBE1,29426,CCBE1,PMID_30476936,1,FALSE
CCDC22,28909,CCDC22,PMID_30476936,1,FALSE
CCDC28B,28163,CCDC28B,PMID_33664247,1,FALSE
CCND1,1582,CCND1,PMID_31509055 | PMID_31822006,2,TRUE
CCNQ,28434,FAM58A,PMID_34264297 | PMID_36035137 | PMID_33664247 | PMID_30476936 | PMID_26862157 | PMID_33532864 | PMID_35005812,7,TRUE
CD151,1630,CD151,PMID_35325889 | PMID_34264297 | PMID_30476936 | PMID_31509055 | PMID_31822006,5,TRUE
CD19,1633,CD19,PMID_30476936,1,FALSE
CD2AP,14258,CD2AP,PMID_35325889 | PMID_34264297 | PMID_36035137 | PMID_33664247 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_31027891 | PMID_26862157 | PMID_33532864,10,TRUE
CD46,6953,CD46,PMID_34264297 | PMID_33664247 | PMID_31509055 | PMID_31822006 | PMID_31027891,5,TRUE
CD81,1701,CD81,PMID_30476936,1,FALSE
CD96,16892,CD96,PMID_30476936,1,FALSE
CDC5L,1743,CDC5L,PMID_36035137 | PMID_33664247 | PMID_30476936 | PMID_26862157 | PMID_33532864 | PMID_35005812,6,TRUE
CDC73,16783,CDC73,PMID_35325889 | PMID_33664247 | PMID_30476936,3,TRUE
CDK20,21420,CDK20,PMID_33532864,1,FALSE
CDKN1B,1785,CDKN1B,PMID_30476936,1,FALSE
CDKN1C,1786,CDKN1C,PMID_35325889 | PMID_30476936,2,TRUE
CEL,1848,CEL,PMID_35325889,1,FALSE
CENPF,1857,CENPF,PMID_30476936,1,FALSE
CEP104,24866,CEP104,PMID_34264297 | PMID_30476936 | PMID_33532864,3,TRUE
CEP120,26690,CEP120,PMID_34264297 | PMID_30476936 | PMID_33532864,3,TRUE
CEP164,29182,CEP164,PMID_35325889 | PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_33532864 | PMID_35005812,9,TRUE
CEP19,28209,CEP19,PMID_34264297 | PMID_35005812,2,TRUE
CEP290,29021,CEP290 | POC3,PMID_35325889 | PMID_34264297 | PMID_36035137 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_31027891 | PMID_26862157 | PMID_33532864 | PMID_35005812,13,TRUE
CEP41,12370,CEP41,PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_31027891 | PMID_33532864 | PMID_35005812,9,TRUE
CEP83,17966,CEP83,PMID_34264297 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_33532864 | PMID_35005812,7,TRUE
CFAP418,27232,C8orf37 | C8ORF37,PMID_35325889 | PMID_34264297,2,TRUE
CFB,1037,CFB,PMID_34264297 | PMID_33664247 | PMID_31509055 | PMID_31822006 | PMID_31027891,5,TRUE
CFD,2771,CFD,PMID_31509055 | PMID_31822006,2,TRUE
CFH,4883,CFH,PMID_35325889 | PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_31027891 | PMID_33532864,9,TRUE
CFHR1,4888,CFHR1,PMID_34264297 | PMID_33664247 | PMID_31509055 | PMID_31822006 | PMID_31027891 | PMID_33532864,6,TRUE
CFHR2,4890,CFHR2,PMID_33664247 | PMID_31509055 | PMID_31822006 | PMID_31027891,4,TRUE
CFHR3,16980,CFHR3,PMID_33664247 | PMID_31509055 | PMID_31822006 | PMID_31027891,4,TRUE
CFHR4,16979,CFHR4,PMID_31027891,1,FALSE
CFHR5,24668,CFHR5,PMID_35325889 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_31027891 | PMID_33532864,8,TRUE
CFI,5394,CFI,PMID_35325889 | PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_31027891,7,TRUE
CFTR,1884,CFTR,PMID_33532864,1,FALSE
CHD1L,1916,CHD1L,PMID_35325889 | PMID_33664247 | PMID_31509055 | PMID_31822006 | PMID_31027891 | PMID_33532864 | PMID_35005812,7,TRUE
CHD7,20626,CHD7,PMID_35325889 | PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_33532864 | PMID_35005812,6,TRUE
CHRM3,1952,CHRM3,PMID_35325889 | PMID_34264297 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_31027891 | PMID_33532864 | PMID_35005812,8,TRUE
CHRNA3,1957,CHRNA3,PMID_35325889,1,FALSE
CHST14,24464,CHST14,PMID_30476936,1,FALSE
CHST5,1973,CHST5,PMID_36035137,1,FALSE
CILK1,21219,ICK,PMID_30476936,1,FALSE
CISD2,24212,CISD2,PMID_35325889 | PMID_30476936,2,TRUE
CLCN2,2020,CLCN2,PMID_35325889,1,FALSE
CLCN5,2023,CLCN5,PMID_35325889 | PMID_34264297 | PMID_36035137 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_31027891 | PMID_26862157 | PMID_33532864,10,TRUE
CLCNKA,2026,CLCNKA,PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_33532864,6,TRUE
CLCNKB,2027,CLCNKB,PMID_35325889 | PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_31027891 | PMID_33532864,8,TRUE
CLDN10,2033,CLDN10,PMID_34264297 | PMID_33664247,2,TRUE
CLDN14,2035,CLDN14,PMID_33532864,1,FALSE
CLDN16,2037,CLDN16,PMID_35325889 | PMID_34264297 | PMID_36035137 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_31027891 | PMID_26862157 | PMID_33532864,10,TRUE
CLDN19,2040,CLDN19,PMID_35325889 | PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_31027891 | PMID_33532864,8,TRUE
CNNM2,103,CNNM2,PMID_35325889 | PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006,6,TRUE
COA8,20492,APOPT1,PMID_35325889 | PMID_30476936,2,TRUE
COL11A1,2186,COL11A1,PMID_35325889,1,FALSE
COL18A1,2195,COL18A1,PMID_30476936,1,FALSE
COL4A1,2202,COL4A1,PMID_35325889 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_31027891 | PMID_33532864,7,TRUE
COL4A3,2204,COL4A3,PMID_35325889 | PMID_34264297 | PMID_36035137 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_31027891 | PMID_26862157 | PMID_33532864,11,TRUE
COL4A4,2206,COL4A4,PMID_35325889 | PMID_34264297 | PMID_36035137 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_31027891 | PMID_26862157 | PMID_33532864,11,TRUE
COL4A5,2207,COL4A5,PMID_35325889 | PMID_34264297 | PMID_36035137 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_31027891 | PMID_26862157 | PMID_33532864,11,TRUE
COL4A6,2208,COL4A6,PMID_34264297 | PMID_36035137 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_31027891 | PMID_26862157 | PMID_33532864,8,TRUE
COL5A1,2209,COL5A1,PMID_30476936,1,FALSE
COPA,2230,COPA,PMID_30476936,1,FALSE
COQ2,25223,COQ2,PMID_35325889 | PMID_34264297 | PMID_36035137 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_31027891 | PMID_26862157 | PMID_33532864,11,TRUE
COQ6,20233,COQ6,PMID_35325889 | PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_31027891 | PMID_33532864,9,TRUE
COQ7,2244,COQ7,PMID_33664247 | PMID_30476936,2,TRUE
COQ8B,19041,COQ8B | ADCK4,PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_33532864,7,TRUE
COQ9,25302,COQ9,PMID_30476936,1,FALSE
COX10,2260,COX10,PMID_35325889 | PMID_30476936,2,TRUE
COX14,28216,COX14,PMID_35325889 | PMID_30476936,2,TRUE
COX20,26970,COX20,PMID_35325889 | PMID_30476936,2,TRUE
COX6B1,2280,COX6B1,PMID_35325889 | PMID_30476936,2,TRUE
COX7B,2291,COX7B,PMID_30476936,1,FALSE
COX8A,2294,COX8A,PMID_35325889 | PMID_30476936,2,TRUE
CPLANE1,25801,CPLANE1 | C5orf42 | C5ORF42,PMID_35325889 | PMID_34264297 | PMID_36035137 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31027891 | PMID_26862157 | PMID_33532864 | PMID_35005812,10,TRUE
CPT1A,2328,CPT1A,PMID_30476936,1,FALSE
CPT2,2330,CPT2,PMID_35325889 | PMID_30476936 | PMID_33532864,3,TRUE
CRB2,18688,CRB2,PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_33532864,7,TRUE
CREBBP,2348,CREBBP,PMID_35325889 | PMID_30476936,2,TRUE
CRIM1,2359,CRIM1,PMID_35005812,1,FALSE
CRKL,2363,CRKL,PMID_35325889,1,FALSE
CRTAP,2379,CRTAP,PMID_30476936,1,FALSE
CSPP1,26193,CSPP1,PMID_34264297 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_33532864 | PMID_35005812,7,TRUE
CTC1,26169,CTC1,PMID_30476936,1,FALSE
CTNS,2518,CTNS,PMID_35325889 | PMID_34264297 | PMID_36035137 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_31027891 | PMID_26862157 | PMID_33532864,10,TRUE
CUBN,2548,CUBN,PMID_35325889 | PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_29801666 | PMID_31027891 | PMID_33532864,7,TRUE
CUL3,2553,CUL3,PMID_35325889 | PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_31027891 | PMID_33532864,8,TRUE
CYP11A1,2590,CYP11A1,PMID_35325889 | PMID_30476936,2,TRUE
CYP11B1,2591,CYP11B1,PMID_35325889 | PMID_30476936 | PMID_31027891,3,TRUE
CYP11B2,2592,CYP11B2,PMID_35325889,1,FALSE
CYP17A1,2593,CYP17A1,PMID_35325889 | PMID_30476936 | PMID_31027891,3,TRUE
CYP21A2,2600,CYP21A2,PMID_30476936,1,FALSE
CYP24A1,2602,CYP24A1,PMID_35325889 | PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_31027891 | PMID_33532864,6,TRUE
CYP27B1,2606,CYP27B1,PMID_35325889 | PMID_33664247,2,TRUE
CYP2R1,20580,CYP2R1,PMID_35325889,1,FALSE
DAAM1,18142,DAAM1,PMID_33532864,1,FALSE
DACH1,2663,DACH1,PMID_29801666 | PMID_33532864,2,TRUE
DCDC2,18141,DCDC2,PMID_35325889 | PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_31027891 | PMID_33532864 | PMID_35005812,9,TRUE
DCHS1,13681,DCHS1,PMID_30476936,1,FALSE
DCHS2,23111,DCHS2,PMID_33532864,1,FALSE
DDX59,25360,DDX59,PMID_34264297 | PMID_30476936 | PMID_33532864 | PMID_35005812,4,TRUE
DGKE,2852,DGKE,PMID_35325889 | PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_33532864,8,TRUE
DHCR7,2860,DHCR7,PMID_35325889 | PMID_33664247 | PMID_30476936 | PMID_35005812,4,TRUE
DIS3L2,28648,DIS3L2,PMID_34264297 | PMID_30476936 | PMID_31027891 | PMID_35005812,4,TRUE
DKC1,2890,DKC1,PMID_30476936,1,FALSE
DLC1,2897,DLC1,PMID_35325889 | PMID_34264297 | PMID_33532864,3,TRUE
DLG3,2902,DLG3,PMID_30476936,1,FALSE
DLL3,2909,DLL3,PMID_30476936,1,FALSE
DLL4,2910,DLL4,PMID_30476936,1,FALSE
DLX4,2917,DLX4,PMID_30476936,1,FALSE
DMP1,2932,DMP1,PMID_35325889 | PMID_33664247 | PMID_30476936 | PMID_31027891,4,TRUE
DNA2,2939,DNA2,PMID_30476936,1,FALSE
DNAAF1,30539,DNAAF1,PMID_30476936,1,FALSE
DNAJB11,14889,DNAJB11,PMID_34264297 | PMID_33532864 | PMID_35005812,3,TRUE
DNASE1L3,2959,DNASE1L3,PMID_35325889 | PMID_36035137 | PMID_30476936,3,TRUE
DNMT3B,2979,DNMT3B,PMID_30476936,1,FALSE
DPH1,3003,DPH1,PMID_30476936,1,FALSE
DSTYK,29043,DSTYK,PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_33532864,5,TRUE
DYNC2H1,2962,DYNC2H1,PMID_33664247 | PMID_30476936 | PMID_29801666 | PMID_31027891 | PMID_33532864 | PMID_35005812,6,TRUE
DYNC2I1,21862,WDR60,PMID_30476936 | PMID_29801666 | PMID_33532864 | PMID_35005812,4,TRUE
DYNC2I2,28296,WDR34,PMID_30476936 | PMID_29801666 | PMID_33532864 | PMID_35005812,4,TRUE
DZIP1L,26551,DZIP1L,PMID_34264297 | PMID_33664247 | PMID_31509055 | PMID_31822006 | PMID_35005812,5,TRUE
EBP,3133,EBP,PMID_35325889 | PMID_30476936,2,TRUE
EDNRA,3179,EDNRA,PMID_35325889 | PMID_30476936,2,TRUE
EFEMP2,3219,EFEMP2,PMID_30476936,1,FALSE
EGF,3229,EGF,PMID_35325889 | PMID_34264297 | PMID_30476936,3,TRUE
EHHADH,3247,EHHADH,PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_33532864,6,TRUE
EIF2AK3,3255,EIF2AK3,PMID_35325889 | PMID_30476936,2,TRUE
EIF2B4,3260,EIF2B4,PMID_30476936,1,FALSE
ELP1,5959,ELP1 | IKBKAP,PMID_35325889 | PMID_30476936,2,TRUE
EMP2,3334,EMP2,PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_33532864,7,TRUE
ENG,3349,ENG,PMID_30476936,1,FALSE
ENPP1,3356,ENPP1,PMID_35325889 | PMID_33664247 | PMID_30476936 | PMID_31027891,4,TRUE
EPG5,29331,EPG5,PMID_30476936,1,FALSE
EPN2,18639,EPN2,PMID_36035137,1,FALSE
ERBB3,3431,ERBB3,PMID_30476936,1,FALSE
ERCC4,3436,ERCC4,PMID_30476936,1,FALSE
ERCC6,3438,ERCC6,PMID_30476936,1,FALSE
ERCC8,3439,ERCC8,PMID_30476936,1,FALSE
ESCO2,27230,ESCO2,PMID_30476936,1,FALSE
ETFA,3481,ETFA,PMID_30476936 | PMID_31509055 | PMID_31822006,3,TRUE
ETFB,3482,ETFB,PMID_30476936 | PMID_31509055 | PMID_31822006,3,TRUE
ETFDH,3483,ETFDH,PMID_30476936 | PMID_31509055 | PMID_31822006,3,TRUE
ETV4,3493,ETV4,PMID_33532864,1,FALSE
EVC,3497,EVC,PMID_30476936 | PMID_35005812,2,TRUE
EVC2,19747,EVC2,PMID_30476936 | PMID_35005812,2,TRUE
EXOC4,30389,EXOC4,PMID_35005812,1,FALSE
EYA1,3519,EYA1,PMID_35325889 | PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_31027891 | PMID_33532864 | PMID_35005812,10,TRUE
EZH2,3527,EZH2,PMID_33664247,1,FALSE
FAH,3579,FAH,PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006,5,TRUE
FAM111A,24725,FAM111A,PMID_33664247,1,FALSE
FAM149B1,29162,FAM149B1,PMID_34264297,1,FALSE
FAM20A,23015,FAM20A,PMID_35325889 | PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_31027891 | PMID_33532864,6,TRUE
FAM20C,22140,FAM20C,PMID_30476936,1,FALSE
FAN1,29170,FAN1,PMID_35325889 | PMID_34264297 | PMID_36035137 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_29801666 | PMID_33532864,8,TRUE
FANCA,3582,FANCA,PMID_35325889 | PMID_30476936 | PMID_33532864,3,TRUE
FANCB,3583,FANCB,PMID_35325889 | PMID_30476936,2,TRUE
FANCC,3584,FANCC,PMID_35325889 | PMID_30476936,2,TRUE
FANCD2,3585,FANCD2,PMID_35325889 | PMID_30476936,2,TRUE
FANCE,3586,FANCE,PMID_35325889 | PMID_30476936,2,TRUE
FANCF,3587,FANCF,PMID_35325889 | PMID_30476936,2,TRUE
FANCG,3588,FANCG,PMID_35325889 | PMID_30476936,2,TRUE
FANCI,25568,FANCI,PMID_35325889 | PMID_30476936,2,TRUE
FANCL,20748,FANCL,PMID_35325889 | PMID_30476936,2,TRUE
FANCM,23168,FANCM,PMID_35325889 | PMID_30476936,2,TRUE
FASTKD2,29160,FASTKD2,PMID_35325889 | PMID_30476936,2,TRUE
FAT1,3595,FAT1,PMID_33664247 | PMID_33532864,2,TRUE
FAT3,23112,FAT3,PMID_33532864,1,FALSE
FAT4,23109,FAT4,PMID_34264297 | PMID_30476936 | PMID_33532864 | PMID_35005812,4,TRUE
FBLN5,3602,FBLN5,PMID_30476936,1,FALSE
FBXL4,13601,FBXL4,PMID_30476936,1,FALSE
FGA,3661,FGA,PMID_35325889 | PMID_30476936 | PMID_31027891 | PMID_33532864,4,TRUE
FGF10,3666,FGF10,PMID_35325889 | PMID_33664247 | PMID_30476936,3,TRUE
FGF20,3677,FGF20,PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_31027891 | PMID_33532864 | PMID_35005812,8,TRUE
FGF23,3680,FGF23,PMID_35325889 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_33532864,5,TRUE
FGF8,3686,FGF8,PMID_33664247 | PMID_33532864,2,TRUE
FGFR1,3688,FGFR1,PMID_35325889 | PMID_33664247 | PMID_30476936 | PMID_31027891 | PMID_33532864,5,TRUE
FGFR2,3689,FGFR2,PMID_35325889 | PMID_33664247 | PMID_30476936,3,TRUE
FGFR3,3690,FGFR3,PMID_30476936,1,FALSE
FKBP14,18625,FKBP14,PMID_30476936,1,FALSE
FLCN,27310,FLCN,PMID_35325889 | PMID_30476936 | PMID_29801666 | PMID_33532864,4,TRUE
FLNA,3754,FLNA,PMID_30476936,1,FALSE
FLNB,3755,FLNB,PMID_30476936,1,FALSE
FLT4,3767,FLT4,PMID_30476936,1,FALSE
FMN1,3768,FMN1,PMID_33532864,1,FALSE
FN1,3778,FN1,PMID_35325889 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_31027891,5,TRUE
FOXC1,3800,FOXC1,PMID_35325889 | PMID_33664247 | PMID_30476936,3,TRUE
FOXC2,3801,FOXC2,PMID_35325889 | PMID_33664247 | PMID_30476936,3,TRUE
FOXF1,3809,FOXF1,PMID_30476936 | PMID_35005812,2,TRUE
FOXI1,3815,FOXI1,PMID_35325889 | PMID_34264297,2,TRUE
FOXP1,3823,FOXP1,PMID_33532864 | PMID_35005812,2,TRUE
FOXP3,6106,FOXP3,PMID_35325889,1,FALSE
FRAS1,19185,FRAS1,PMID_35325889 | PMID_34264297 | PMID_36035137 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_31027891 | PMID_26862157 | PMID_33532864 | PMID_35005812,11,TRUE
FREM1,23399,FREM1,PMID_35325889 | PMID_34264297 | PMID_33664247 | PMID_30476936 | PMID_31509055 | PMID_31822006 | PMID_31027891 | PMID_33532864 | PMID_35005812,9,TRUE
