approved_symbol,hgnc_id,gene_name_reported,source,source_count,source_evidence
CD79A,1698,CD79A,36113314; 36130833; 35767852; 34959131; 34757577; 34220921; 34084467; 33854525; 33482964; 31840555; 31449595; 31209417; 30177017; 29056168; 28881593; 28637589; 27730700; 27617144; 27127888; 25818408; 25675412; 24842814; 24811838; 24452035; 23982418; 23060471; 15610230; 15481855; 14524582; 12908875; 12147803; 11774099; 9870486; 8821846; 3749445,41,TRUE
CD80,1700,CD80,11936430,1,FALSE
CD86,1705,CD86,11936430,1,FALSE
CD8A,1706,CD8A,36228738; 35438777; 33717080; 24865822; 8731104,5,TRUE
CDC25A,1725,CDC25A,25915482,1,FALSE
CDC25C,1727,CDC25C,15882268,1,FALSE
CDC27,1728,CDC27,20852386,1,FALSE
CDC42,1736,CDC42,33615071; 33523862; 30179222; 29773874; 26039629; 23867502; 21433375; 9497315,8,TRUE
CDC42BPG,29829,CDC42BPG,29558500,1,FALSE
CDC5L,1743,CDC5L,24429398,1,FALSE
CDC73,16783,CDC73,33999366; 30547231; 18996820; 18338208; 15731573; 10396361; 9626148; 8954016,12,TRUE
CDH1,1748,CDH1,35165522; 30414501; 26054542; 22411058; 21803694; 20940406; 20219263; 16801329; 16187067; 14718571; 11113628; 10747091; 10562308; 9442442,14,TRUE
CDH13,1753,CDH13,28499019,2,FALSE
CDH2,1759,CDH2,34301992; 16187067; 14718571,3,TRUE
CDH8,1767,CDH8,27193300,2,FALSE
CDK20,21420,CDK20,29773874,1,FALSE
CDK5,1774,CDK5,28973549,1,FALSE
CDK8,1779,CDK8,24485922,1,FALSE
CDKAL1,21050,CDKAL1,36045113; 23193183,2,FALSE
CDKN1B,1785,CDKN1B,30641519; 21744088; 18288099,3,TRUE
CDKN1C,1786,CDKN1C,36386835; 20301568; 12138139,4,TRUE
CDKN2A,1787,CDKN2A,26334876,1,FALSE
CDKN2B,1788,CDKN2B,31261114; 16778383,2,FALSE
CDKN2B-AS1,34341,CDKN2B-AS1,32077919; 31261114,2,FALSE
CELA1,3308,CELA1,25725245,1,FALSE
CELA3A,15944,CELA3A,30094008,1,FALSE
CELSR2,3231,CELSR2,28125082,1,FALSE
CEMIP,29213,CEMIP,16632497,1,FALSE
CEMIP2,11869,CEMIP2,16632497; 12620974,2,FALSE
CENPF,1857,CENPF,16682973,1,FALSE
CENPI,3968,CENPI,31912435,2,FALSE
CEP164,29182,CEP164,34013113; 31990917; 31096956; 30111592; 25340510,10,TRUE
CEP20,26435,CEP20,28289185,1,FALSE
CEP290,29021,CEP290,36580738; 35238134; 35005812; 34153329; 33432080; 32208788; 32139166; 31879347; 31464256; 31096956; 30446612; 29146704; 28973549; 20301500; 28624958; 27659767; 26092869; 25818971; 24946806; 24674142; 23446637; 23028714; 21866095; 21493627; 21220633; 20922698; 20652329; 19778711; 19508969; 19109428; 19118152; 18950740; 18175055; 18054307; 18076122; 17617513; 17061121; 16682973,46,TRUE
CEP97,26244,CEP97,17719545,1,FALSE
CERS2,14076,CERS2,25238615; 21691125; 20728256,4,TRUE
CETP,1869,CETP,23555584; 21765051; 19424605,3,TRUE
CFB,1037,CFB,35241161; 34721423; 20301541; 34349783; 33462083; 33367879; 33217135; 33564431; 28210841; 26984954; 24652797; 24005975; 21376430; 20556434; 20090363; 20016463,23,TRUE
CFC1,18292,CFC1,24843058,2,FALSE
CFH,4883,CFH,36680323; 36152218; 36113314; 35241161; 34757577; 34643860; 20301541; 34245915; 34220921; 34238373; 34189567; 33988670; 33826112; 33753502; 33609329; 33614676; 33565429; 33367879; 33270832; 33157112; 33200012; 32870147; 32628650; 32424742; 32244370; 31823738; 31705748; 33564431; 31014550; 30838755; 30595568; 30219152; 29888403; 29907460; 29778558; 29759419; 29659362; 20301598; 29321782; 29370420; 29215813; 28821363; 28637589; 28419995; 28403670; 28187980; 27932477; 26940089; 26895476; 26825529; 26693501; 26604087; 26621268; 26490391; 26376859; 26289290; 26156042; 25608561; 25205734; 25135762; 24842814; 24843058; 24558625; 24586071; 24460647; 24338037; 24163689; 24005975; 24021908; 23880784; 23508058; 23307876; 23357408; 23230076; 24594571; 23195022; 23220071; 22786770; 22669319; 22669321; 22673887; 22594991; 22491393; 22399074; 22246034; 22155603; 21967634; 21784830; 21717289; 21544060; 21566112; 21376430; 20852386; 20855886; 20865645; 20738267; 20556434; 20090363; 20016463; 21694925; 19856002; 19633317; 19568827; 18594873; 18089972; 18006700; 17495132; 17024390; 16889549; 16419008; 16299065; 16175037; 15800116; 15816899; 15323259; 12020532,197,TRUE
CFHR1,4888,CFHR1,36473547; 35241161; 35126388; 20301541; 32424742; 35372954; 28637589; 26940089; 25205734; 24005975; 23880784; 22786770; 20855886; 20556434; 20016463; 18089972; 18006700,24,TRUE
CFHR2,4890,CFHR2,33614676; 26432903; 23880784,3,TRUE
CFHR3,16980,CFHR3,36473547; 20301541; 32424742; 35372954; 30838755; 28637589; 26940089; 26490391; 25205734; 24005975; 23880784; 20556434; 18089972; 18006700,16,TRUE
CFHR4,16979,CFHR4,20301541; 23880784; 20556434,3,TRUE
CFHR5,24668,CFHR5,35241161; 34220921; 34238373; 33753502; 33367879; 33564431; 30844074; 30238151; 29759419; 20301598; 28632965; 28012611; 26825529; 26432903; 24046192; 23880784; 23516419; 23402027; 22503529; 22228437; 21688191; 21566112; 21114651; 20800271; 16299065,37,TRUE
CFI,5394,CFI,35456398; 35241161; 34643860; 20301541; 33614676; 33270832; 29888403; 29370420; 29226095; 28637589; 28187980; 24460647; 24005975; 23731345; 22673887; 21784830; 21376430; 20556434; 20090363; 20016463,28,TRUE
CFTR,1884,CFTR,35627274; 34329764; 31488014; 30120380; 29115094; 29058463; 28891970; 28701694; 22874761; 21886981; 21118718; 20933420; 19430332; 16914886; 16207733; 12734101; 12475673; 11095651; 10851114; 10450015; 9363704; 9160331,36,TRUE
CHD1L,1916,CHD1L,32164334; 24429398,2,FALSE
CHD7,20626,CHD7,21995344,1,FALSE
CHEK1,1925,CHEK1,22872635,1,FALSE
CHEK2,16627,CHEK2,19265784,1,FALSE
CHGA,1929,CHGA,25392232; 20113265; 18235090; 16001333,9,TRUE
CHIT1,1936,CHIT1,26589000,1,FALSE
CHMP1A,8740,CHMP1A,34426578,2,FALSE
CHMP2A,30216,CHMP2A,29436780,1,FALSE
CHN2,1944,CHN2,24551085; 21127830,2,FALSE
CHRM3,1952,CHRM3,23584850,1,FALSE
CHRNA3,1957,CHRNA3,31708116,1,FALSE
CHRNA4,1958,CHRNA4,24569419,2,FALSE
CIITA,7067,CIITA,36745138,1,FALSE
CKAP4,16991,CKAP4,19331813,1,FALSE
CLC,2014,CLC,30405442,1,FALSE
CLCN5,2023,CLCN5,36873671; 36646056; 36646731; 36688186; 36578800; 36441012; 36035137; 35549682; 34650943; 34547705; 33987651; 33430795; 33107589; 32860533; 32231453; 31674016; 31472005; 31300090; 30581818; 30454742; 30405442; 30101934; 29058463; 28815356; 27699523; 27342959; 26389017; 28509186; 22735364; 21932010; 18019214; 16801162; 16686597; 16247550; 10620204; 10561751,46,TRUE
CLCNKB,2027,CLCNKB,36993809; 36882007; 36314956; 34607911; 34499620; 32488762; 31409296; 29942493; 29786180; 29372472; 28555110; 28381550; 21932010; 21359059; 18648499; 10831588; 10561751,23,TRUE
CLDN11,8514,CLDN11,20926632,1,FALSE
CLDN14,2035,CLDN14,32164158; 29686978; 20728256,4,TRUE
CLDN16,2037,CLDN16,35714216; 34761296; 34504727; 33929692; 33595712; 32164158; 31119091; 30814796; 30102483; 29686978; 26613020; 26136118; 25852890; 25366522; 23301036; 21186073; 19165416; 18327378; 16047219,38,TRUE
CLDN19,2040,CLDN19,35714216; 34504727; 33929692; 33595712; 32164158; 31119091; 30937396; 30814796; 30102483; 29686978; 29561186; 26613020; 26136118; 25852890; 25366522; 23301036; 21186073,26,TRUE
CLDN3,2045,CLDN3,29561186,1,FALSE
CLEC3B,11891,CLEC3B,31480040,1,FALSE
CLOCK,2082,CLOCK,33986294; 24919398,3,TRUE
CLSTN2,17448,CLSTN2,35474272,1,FALSE
CLU,2095,CLU,34545296; 25071085; 10691933,4,TRUE
CLVS1,23139,CLVS1,34874915,2,FALSE
CMA1,2097,CMA1,35513594; 10916074,4,TRUE
CNDP1,20675,CNDP1,34946941; 29027595; 27278783; 24551085; 21573905; 21393041; 21127830; 19373489,9,TRUE
CNDP2,24437,CNDP2,21573905; 19373489,2,FALSE
CNKSR3,23034,CNKSR3,28401168,1,FALSE
CNNM2,103,CNNM2,34784661; 29686978,2,FALSE
CNR1,2159,CNR1,25474224,1,FALSE
CNTN4,2174,CNTN4,27039371,2,FALSE
COG2,6546,COG2,35107206,1,FALSE
COG4,18620,COG4,25359423,1,FALSE
COL17A1,2194,COL17A1,20301304,1,FALSE
COL1A1,2197,COL1A1,33613617; 27059743,2,FALSE
COL1A2,2198,COL1A2,33613617; 32474245,2,FALSE
COL3A1,2201,COL3A1,36045113; 29650765; 19424605,3,TRUE
COL4A1,2202,COL4A1,36715773; 31230195; 30351356; 29395486; 27190376; 26260163; 21526116; 19238787; 18160688,11,TRUE
COL4A2,2203,COL4A2,30351356; 18160688,2,FALSE
COL4A3,2204,COL4A3,36982595; 36923787; 36925663; 36844206; 36774238; 36715773; 36514391; 36292778; 36159970; 36105030; 36130833; 36013122; 35806283; 35759000; 35775584; 35675912; 35582193; 35547199; 35419377; 35422838; 35325889; 35177655; 35090027; 34901197; 34942480; 34888854; 34774011; 34681722; 34717572; 34626894; 34632641; 34589218; 34400539; 34245817; 34222438; 34238373; 33838161; 33851121; 33772369; 33601099; 33532864; 33369211; 33391746; 33305316; 33159707; 33214343; 33094278; 33095447; 32712016; 32734219; 32394188; 32232700; 32021873; 31925849; 31865346; 31840555; 31754267; 31630709; 31537649; 31477057; 31254113; 31144478; 31085678; 31044288; 30968591; 30883042; 30808234; 30808327; 20301386; 30717457; 30661074; 30506145; 30477285; 30406062; 30212818; 30128941; 30012629; 29946535; 29764427; 29551517; 29530752; 29270492; 29138824; 29098738; 31966729; 28704582; 28632965; 28570636; 28236514; 28117080; 27904025; 27190376; 27816395; 27796712; 27461219; 27469977; 27374918; 27190345; 26995302; 26934356; 26809805; 26628277; 26628280; 26346198; 26249550; 25713721; 25649157; 25514610; 25450602; 25381091; 25110662; 24988067; 24854265; 24633401; 24470729; 24398087; 24130771; 24046192; 23732293; 23516419; 23297803; 23144074; 22228437; 21688191; 21143337; 20951199; 20177710; 19357112; 19129241; 18661361; 18160688; 17942953; 17726307; 17540313; 17570934; 17123266; 16970251; 16878253; 15086897; 12768082; 12819239; 12203217; 11839593; 10193810; 9507224; 9269635; 8971907; 7780062,155,TRUE
COL4A4,2206,COL4A4,36982595; 36923787; 36925663; 36844206; 36774238; 36715773; 36646731; 36514391; 36370330; 36292778; 36159970; 36105030; 36130833; 36013122; 35842573; 35806283; 35775584; 35643372; 35675912; 35582193; 35619972; 35419377; 35325889; 35177655; 35090027; 34964757; 34901197; 34942480; 34858896; 34774011; 34681722; 34717572; 34626894; 34589218; 34400539; 34222438; 34238373; 33838161; 33772369; 33601099; 33532864; 33369211; 33391746; 33159707; 33214343; 33094278; 32712016; 32734219; 32394188; 32232700; 32021873; 31925849; 31677115; 31630709; 31576025; 31515789; 31520189; 31254113; 31144478; 31085678; 31096240; 31044288; 30968591; 30883042; 30808327; 20301386; 30717457; 30661074; 30506145; 30477285; 30212818; 30128941; 30002862; 29764427; 29669314; 29551517; 29138824; 29098738; 31966729; 28632965; 28570636; 28236514; 27934798; 27904025; 27190376; 27816395; 27469977; 27190345; 26995302; 26809805; 26628277; 26628280; 26249550; 25713721; 25649157; 25514610; 25381091; 25110662; 24988067; 24854265; 24633401; 24398087; 23732293; 23516419; 23297803; 23144074; 22228437; 21688191; 20951199; 20177710; 19357112; 19129241; 18661361; 18160688; 17942953; 17726307; 17540313; 17570934; 17123266; 16970251; 16878253; 15086897; 12768082; 12819239; 12203217; 11175791; 10193810; 9269635; 8971907; 7780062,137,TRUE
COL4A5,2207,COL4A5,36968823; 36982595; 36923787; 36844206; 36878861; 36715773; 36714647; 36514391; 36371577; 36341250; 36292778; 36159970; 36100708; 36105030; 36119140; 36130833; 35789182; 35806283; 35775584; 35643372; 35675912; 35619972; 35419377; 35325889; 35368650; 35288428; 35295700; 35211492; 35177655; 35099770; 35005319; 35020912; 35022790; 34901197; 34901198; 34774011; 34778325; 34733972; 34681722; 34717572; 34626894; 34632641; 34589218; 34515170; 34400539; 34419749; 34349783; 34245817; 34222438; 34238373; 33838161; 33851121; 33748275; 33633790; 33601099; 33532864; 33369211; 33309955; 33202306; 33214343; 33144651; 33040356; 33087535; 33094278; 32812400; 32712016; 34849282; 32621070; 32592137; 32394188; 32117450; 32021873; 31850286; 31865346; 31754267; 31630709; 31576025; 31481700; 31490752; 31337345; 31254113; 31308192; 31144478; 31085678; 31044288; 30968591; 30883042; 30808327; 20301386; 30691124; 30661074; 30582011; 30506145; 30477285; 30212818; 31949866; 30128941; 30002862; 29946535; 29764427; 29551517; 29372472; 29198386; 29098738; 29045953; 28827396; 31966729; 28632965; 28570636; 28236514; 28177086; 27904025; 27190376; 27816395; 27796712; 27434427; 27190345; 26995302; 26809805; 26791927; 26628277; 26628280; 26613025; 26346198; 26249550; 26014433; 25713721; 25739341; 25649157; 25381091; 25183659; 25107927; 25110662; 24988067; 24854265; 24522658; 24470729; 24472419; 24398087; 24304881; 24337245; 24286007; 24130771; 23958657; 23732293; 23516419; 23297803; 23085274; 23144074; 22239175; 21848006; 21688191; 21332469; 21143337; 20951199; 20881942; 20574986; 20364839; 20177710; 19919694; 19728970; 19281745; 18711293; 18373399; 18160688; 17953801; 17660027; 17540313; 17570934; 17277342; 17123266; 16878253; 15149316; 15086897; 14514738; 14517961; 14531812; 12768082; 12478350; 12203217; 11462238; 11328899; 9457747; 9269635; 9160331; 8971907; 8433568; 1483700,195,TRUE
COL5A1,2209,COL5A1,33613617; 8971907,2,FALSE
COL6A3,2213,COL6A3,33613617; 30226566,2,FALSE
COL6A5,26674,COL6A5,30226566,1,FALSE
COLEC11,17213,COLEC11,31537649,1,FALSE
COMT,2228,COMT,19578796,1,FALSE
COPA,2230,COPA,33982886; 31455335; 29137621,5,TRUE
COPRS,28848,COPRS,32277301,1,FALSE
COQ2,25223,COQ2,35643375; 35483523; 34084467; 33305107; 31660881; 28428331; 17855635,8,TRUE
COQ6,20233,COQ6,35643375; 35483523; 33305107; 32604935; 30682496; 30425193; 29038887; 28428331; 28173653; 28117207; 21540551,15,TRUE
COX8A,2294,COX8A,16213262,1,FALSE
CP,2295,CP,30618512,1,FALSE
CPB2,2300,CPB2,22932273; 19056482,3,TRUE
CPLANE1,25801,CPLANE1,36035137; 29146704; 20301500; 28289185,4,TRUE
CPOX,2321,CPOX,36642627,1,FALSE
CPS1,2323,CPS1,26352407; 24625756,2,FALSE
CPT1A,2328,CPT1A,36745138,1,FALSE
CPT2,2330,CPT2,36535739; 31770251; 31085678,3,TRUE
CRB1,2343,CRB1,27867342,1,FALSE
CRB2,18688,CRB2,36556986; 36071576; 32051522; 30212996; 27867342; 27004616; 26925547,9,TRUE
CRB3,20237,CRB3,27867342,1,FALSE
CREB1,2345,CREB1,36120538; 28615245; 22570239; 20715116; 11116131,7,TRUE
CREBBP,2348,CREBBP,31870441; 23165645,2,FALSE
CRKL,2363,CRKL,28121514,1,FALSE
CRP,2367,CRP,36601398; 35291551; 34862182; 34671208; 34285273; 33574979; 32526749; 32471186; 31924810; 31134465; 29330688; 27653449; 25612295; 23777202; 22471989; 21569369; 21054877; 18940651; 16213262; 16076356; 12571856,28,TRUE
CS,2422,CS,36281451; 36189255; 33824930,4,TRUE
CSE1L,2431,CSE1L,20933420,1,FALSE
CSF2,2434,CSF2,36745138; 34662052,3,TRUE
CSF2RA,2435,CSF2RA,34301992,1,FALSE
CSMD1,14026,CSMD1,31532792,1,FALSE
CSNK1E,2453,CSNK1E,18272659,1,FALSE
CSNK2B,2460,CSNK2B,9503014,1,FALSE
CSPP1,26193,CSPP1,36580738; 24360807,2,FALSE
CST12P,31920,CST12P,36291168,1,FALSE
CST3,2475,CST3,36926036; 33713096; 32894582; 31534799; 29665793; 26180129; 23932088; 23677244; 22695330; 18650481; 15603510,13,TRUE
CTBP1,2494,CTBP1,24583054,1,FALSE
CTCF,13723,CTCF,29377931,1,FALSE
CTLA4,2505,CTLA4,35998436; 35673498; 34736521; 33958973; 24313821; 11936430,10,TRUE
CTNNAL1,2512,CTNNAL1,12840782,1,FALSE
CTNNB1,2514,CTNNB1,35122417; 34740236; 34156429; 33910928; 29142975; 28796175; 28701694; 27816064; 27730700; 27356569; 27296931; 27321958; 27512785; 26054542; 22654112; 22492547; 21876774; 20616171; 19573802; 18632682; 16801329; 16816842; 16291790; 14718571; 12048202; 11245774; 11113628; 10562308; 10322638; 9988738,32,TRUE
CTRB1,2521,CTRB1,2443701,1,FALSE
CTRC,2523,CTRC,31862184,1,FALSE
CTSB,2527,CTSB,24525029,1,FALSE
CTSL,2537,CTSL,24899058; 18829740,2,FALSE
CTTN,3338,CTTN,10760273,1,FALSE
CUBN,2548,CUBN,36926036; 36266725; 35619972; 34610128; 31793908; 31613795; 31630189; 30547231; 28754147; 27711207; 27197912; 25165176; 22574174; 21691125; 21150213; 18455850; 18019214; 16722557; 15146321; 12619708,28,TRUE
CUL2,2552,CUL2,15448018,1,FALSE
CUL3,2553,CUL3,35093948; 34159796; 32286498; 30872636; 22073419,6,TRUE
CUX1,2557,CUX1,18829740,3,TRUE
CX3CR1,2558,CX3CR1,15899487,1,FALSE
CXCL1,4602,CXCL1,36745138,1,FALSE
CXCL10,10637,CXCL10,36165233,1,FALSE
CXCL11,10638,CXCL11,26150607,1,FALSE
CXCL12,10672,CXCL12,31186083; 26970085; 23615182,3,TRUE
CXCL8,6025,CXCL8,36811053; 30226566; 25411248; 25280384,4,TRUE
CXCL9,7098,CXCL9,30077216; 26150607,2,FALSE
CXCR2,6027,CXCR2,23615182,1,FALSE
CXCR3,4540,CXCR3,33717080,1,FALSE
CXCR4,2561,CXCR4,31186083; 15899487,3,TRUE
CXCR6,16647,CXCR6,32283256; 24058776,2,FALSE
CYBA,2577,CYBA,25862415; 21962117,3,TRUE
CYBB,2578,CYBB,24787605; 23919599; 21962117,6,TRUE
CYCS,19986,CYCS,23988748,1,FALSE
CYP11B1,2591,CYP11B1,25906099; 24658007,2,FALSE
CYP11B2,2592,CYP11B2,32227317; 31924810; 25906099; 22739771; 7567973,5,TRUE
CYP1A2,2596,CYP1A2,24262617,1,FALSE
CYP24A1,2602,CYP24A1,35856462; 35386604; 34721296; 34515170; 34307984; 34217267; 34231237; 33219692; 33099630; 31789978; 30765103; 28754147; 27114920; 26214117; 26047794; 24175086; 22155603,19,TRUE
CYP27A1,2605,CYP27A1,33506078; 24983621; 22155603,3,TRUE
CYP27B1,2606,CYP27B1,28754147; 22155603; 19783860,4,TRUE
CYP2B6,2615,CYP2B6,24262617; 15248218,2,FALSE
CYP2C19,2621,CYP2C19,35429163; 34668025; 32139218; 24262617; 15248218,5,TRUE
CYP2C8,2622,CYP2C8,34501433,1,FALSE
CYP2C9,2623,CYP2C9,34668025; 29542828; 24262617; 21450231; 19669737; 15248218,7,TRUE
CYP2J2,2634,CYP2J2,34501433; 33239900,2,FALSE
CYP2R1,20580,CYP2R1,28754147; 19783860,2,FALSE
CYP3A4,2637,CYP3A4,27841150; 24262617; 18518855,4,TRUE
CYP3A5,2638,CYP3A5,33633318; 29123971; 27841150; 25162201; 24262617; 18518855; 15248218,7,TRUE
CYP4A11,2642,CYP4A11,34501433,1,FALSE
CYP4B1,2644,CYP4B1,27711207,1,FALSE
CYP4F2,2645,CYP4F2,34501433,1,FALSE
CYP4F3,2646,CYP4F3,28701518; 22155603; 15248218,6,TRUE
DAAM2,18143,DAAM2,34685534; 30414501,2,FALSE
DAB2,2662,DAB2,33377622; 30275566; 21691125; 20728256,4,TRUE
DACH1,2663,DACH1,33998598; 33998601; 21691125; 20728256,6,TRUE
DAO,2671,DAO,29946548,3,TRUE
DAPK3,2676,DAPK3,22711280,1,FALSE
DBH,2689,DBH,11929185,1,FALSE
DBP,2697,DBP,35358541; 30668751; 30026549; 26667413,4,TRUE
DCDC2,18141,DCDC2,31821705; 31096956; 20922698; 19508969,4,TRUE
DCLK1,2700,DCLK1,35763030,1,FALSE
DCN,2705,DCN,33613617; 12187087,2,FALSE
DCP1A,18714,DCP1A,27039371,2,FALSE
DCTN6,16964,DCTN6,18598780,1,FALSE
DDAH1,2715,DDAH1,25855779; 23147199,5,TRUE
DDAH2,2716,DDAH2,24125425; 23147199,4,TRUE
DDB1,2717,DDB1,15882268,1,FALSE
DDC,2719,DDC,30911067,2,FALSE
DDIT3,2726,DDIT3,35165522; 32325141; 30951856,3,TRUE
DDIT4,24944,DDIT4,36745138,1,FALSE
DDOST,2728,DDOST,28325644,2,FALSE
DDR1,2730,DDR1,35547199; 33340991; 31537649,4,TRUE
DECR1,2753,DECR1,21962117,1,FALSE
DEF6,2760,DEF6,26808113,1,FALSE
DEFA3,2762,DEFA3,27358498,1,FALSE
DEFB1,2766,DEFB1,34251960,4,TRUE
DES,2770,DES,31850115; 22009637,2,FALSE
DESI2,24264,DESI2,24509297; 18178779,2,FALSE
DGAT1,2843,DGAT1,35232775,2,FALSE
DGKE,2852,DGKE,35570599; 35241161; 20301541; 32386968; 32424742; 28117080; 27974406; 27374918; 25135762; 23542698; 24594571,16,TRUE
DHCR7,2860,DHCR7,27313313,1,FALSE
DIABLO,21528,DIABLO,36745138,1,FALSE
DIAPH1,2876,DIAPH1,34685534; 32451589,2,FALSE
DIAPH2,2877,DIAPH2,34685534,1,FALSE
DIAPH3,15480,DIAPH3,34685534; 33523862; 32451589,3,TRUE
DICER1,17098,DICER1,32770606; 28493804; 20944551,3,TRUE
DIO3,2885,DIO3,34670813,1,FALSE
DKK1,2891,DKK1,33574979; 27321958; 27005479,6,TRUE
DKK3,2893,DKK3,27610015; 24575920; 20616171,4,TRUE
DLC1,2897,DLC1,29773874,1,FALSE
DLK1,2907,DLK1,34670813,1,FALSE
DLX5,2918,DLX5,34301992,1,FALSE
DMD,2928,DMD,33039804,1,FALSE
DMGDH,24475,DMGDH,26352407,1,FALSE
DMP1,2932,DMP1,22249518; 22339660; 17976082; 17565275,6,TRUE
DNAAF1,30539,DNAAF1,18385425,3,TRUE
DNAH5,2950,DNAH5,19606528,1,FALSE
DNAJB11,14889,DNAJB11,36531871; 36573973; 35896117; 35664268; 35005812; 34890546; 34177435; 33437033; 32823016; 32690722; 31079206; 29706351,12,TRUE
DNAJC1,20090,DNAJC1,12438707,1,FALSE
DNASE1,2956,DNASE1,30413149,1,FALSE
DNM2,2974,DNM2,27036738,1,FALSE
DNTT,2983,DNTT,28827396,1,FALSE
DOT1L,24948,DOT1L,31843983,1,FALSE
DPEP1,3002,DPEP1,34426578,2,FALSE
DPP4,3009,DPP4,27536665,1,FALSE
DPP6,3010,DPP6,31532792,1,FALSE
DPYD,3012,DPYD,34515833,2,FALSE
DRD1,3020,DRD1,19675531,2,FALSE
DRD2,3023,DRD2,25134060,1,FALSE
DROSHA,17904,DROSHA,32770606,1,FALSE
DSCAML1,14656,DSCAML1,31929604,1,FALSE
DSTYK,29043,DSTYK,28566479,1,FALSE
DUOX2,13273,DUOX2,25862415,2,FALSE
DUSP14,17007,DUSP14,22178801,1,FALSE
DVL2,3086,DVL2,28701694,2,FALSE
DZIP1L,26551,DZIP1L,36938073; 36710876; 35211789; 34204582; 32475690; 30359986; 28530676; 15775720,11,TRUE
E2F3,3115,E2F3,31520189,1,FALSE
EDN1,3176,EDN1,35892316; 34166551; 33128922; 31843983; 28975093; 28882114; 24261234; 21894000; 19730395; 16943682; 11071967; 10330046; 9931116,23,TRUE
EDN3,3178,EDN3,31167651; 21909115,2,FALSE
EDNRA,3179,EDNRA,35547199; 23754170; 23064961; 21894000,6,TRUE
EDNRB,3180,EDNRB,21894000,1,FALSE
EFNB2,3227,EFNB2,31092297,1,FALSE
EGF,3229,EGF,35806283; 35760123; 34784661; 34156429; 31488014; 28077374; 24649039; 23554678; 20959142; 17669261; 16294159; 16135816; 11245774; 10614866; 9140043; 9102915; 1657953,23,TRUE
EGFR,3236,EGFR,35763030; 35316867; 34009558; 33772369; 33504546; 33239900; 33141305; 32764137; 32690722; 31292196; 31131063; 30981401; 30026549; 30064963; 29942493; 28077374; 26776194; 26579581; 26589000; 27512785; 26420894; 26328773; 26180129; 25573908; 25324357; 25180832; 24184483; 23428809; 22947327; 22570239; 20959142; 20861615; 19921264; 19265784; 16767405; 16294159; 16135816; 15448018; 12734101; 12653106; 12538736,49,TRUE
EGLN1,1232,EGLN1,35773226,2,FALSE
EGLN3,14661,EGLN3,27881662,2,FALSE
EHD1,3242,EHD1,35149593,1,FALSE
EHHADH,3247,EHHADH,33283647; 31300090,4,TRUE
EHMT1,24650,EHMT1,25380126,1,FALSE
EIF2A,3254,EIF2A,31341901; 23985800,2,FALSE
EIF2AK2,9437,EIF2AK2,35217848; 31341901; 28391347,4,TRUE
EIF2AK3,3255,EIF2AK3,28955442; 23985800,3,TRUE
EIF4E,3287,EIF4E,35763030,1,FALSE
ELF3,3318,ELF3,29618309; 24886109,2,FALSE
ELMO2,17233,ELMO2,22347485,2,FALSE
ELN,3327,ELN,31261114; 28891970,2,FALSE
ELOB,11619,ELOB,15448018,1,FALSE
ELOC,11617,ELOC,15448018,1,FALSE
ELOVL4,14415,ELOVL4,17311087,2,FALSE
ELP1,5959,ELP1,25323828,3,TRUE
EMP2,3334,EMP2,36654985; 31508419; 24814193,6,TRUE
ENAM,3344,ENAM,16420275,1,FALSE
ENHO,24838,ENHO,30413149,2,FALSE
ENOX1,25474,ENOX1,24157943,1,FALSE
ENPEP,3355,ENPEP,18206321,3,TRUE
ENPP1,3356,ENPP1,31861118; 25794151; 25463099; 22249518; 18184924; 15209435; 11916943,12,TRUE
ENPP2,3357,ENPP2,35179657,1,FALSE
ENPP7,23764,ENPP7,31092297,1,FALSE
ENTPD1,3363,ENTPD1,19095759,1,FALSE
EP300,3373,EP300,30637949,1,FALSE
EPAS1,3374,EPAS1,35773226; 15448018,2,FALSE
EPHA3,3387,EPHA3,35065907,1,FALSE
EPHX2,3402,EPHX2,34545296; 34501433; 33239900,3,TRUE
EPO,3415,EPO,36811053; 36055212; 35773226; 34959131; 34449692; 34051741; 33452310; 31924810; 31873216; 31316151; 29141943; 25280384; 23305401; 22721967; 21127830; 19776721; 19732172; 18667808; 18458324; 19633771; 15209435; 11675943; 10961869,35,TRUE
EPOR,3416,EPOR,36811053; 23305401,2,FALSE
EPX,3423,EPX,34545296,1,FALSE
ERAP2,29499,ERAP2,36444934,1,FALSE
ERBB2,3430,ERBB2,26328773,1,FALSE
ERBB4,3432,ERBB4,28724608; 28077374; 23028342,4,TRUE
ERCC1,3433,ERCC1,34830315,1,FALSE
ERCC2,3434,ERCC2,32265040; 31924810; 30340464; 22302399,6,TRUE
ERCC4,3436,ERCC4,32265040; 31924810,2,FALSE
ERCC8,3439,ERCC8,21976276,1,FALSE
EREG,3443,EREG,30733285; 29727689; 22456092,3,TRUE
ESPN,13281,ESPN,31677115,2,FALSE
ESR1,3467,ESR1,29727689; 18560894; 18305958,4,TRUE
ESR2,3468,ESR2,12536190,1,FALSE
ESRRG,3474,ESRRG,29735694,1,FALSE
ETFA,3481,ETFA,35065907,1,FALSE
ETFDH,3483,ETFDH,34975292; 28083701,2,FALSE
ETV6,3495,ETV6,11175277,1,FALSE
ETV7,18160,ETV7,26805783,1,FALSE
EWSR1,3508,EWSR1,34736521,2,FALSE
EXO1,3511,EXO1,31904337; 29941221,2,FALSE
