approved_symbol,hgnc_id,gene_name_reported,source,source_count,source_evidence
PIGY,28213,PIGY,OMIM:616809 (HP:0004742 | HP:0004719),1,TRUE
PIK3C2A,8971,PIK3C2A,OMIM:618440 (HP:0000104),1,TRUE
PIK3CA,8975,PIK3CA,OMIM:114500 (HP:0005584); OMIM:602501 (HP:0002667); OMIM:612918 (HP:0000089 | HP:0002667),3,TRUE
PIK3CD,8977,PIK3CD,OMIM:613328 (HP:0000086),1,TRUE
PKD1,9008,PKD1,OMIM:173900 (HP:0000083 | HP:0000113),1,TRUE
PKD2,9009,PKD2,OMIM:613095 (HP:0003774 | HP:0000083 | HP:0005562 | HP:0000113),1,TRUE
PKDCC,25123,PKDCC,OMIM:618821 (HP:0012623),1,TRUE
PKHD1,9016,PKHD1,OMIM:263200 (HP:0005576 | HP:0000083 | HP:0004719 | HP:0000113 | HP:0008659 | HP:0005564 | HP:0000107 | HP:0000105),1,TRUE
PLA2G2A,9031,PLA2G2A,OMIM:114500 (HP:0005584); OMIM:114500 (HP:0005584),2,TRUE
PLCE1,17175,PLCE1,OMIM:610725 (HP:0003774 | HP:0000100 | HP:0000097 | HP:0001967),1,TRUE
PLD1,9067,PLD1,OMIM:212093 (HP:0000072 | HP:0000126),1,TRUE
PLG,9071,PLG,OMIM:217090 (HP:0000123 | HP:0000787); OMIM:217090 (HP:0000123 | HP:0000787),2,TRUE
PLVAP,13635,PLVAP,OMIM:618183 (HP:0000110 | HP:0000103),1,TRUE
PLXNA1,9099,PLXNA1,OMIM:619955 (HP:0000076 | HP:0012583),1,TRUE
PMM2,9115,PMM2,OMIM:212065 (HP:0000114 | HP:0000100 | HP:0000107),1,TRUE
POGZ,18801,POGZ,OMIM:616364 (HP:0000081),1,TRUE
POLRMT,9200,POLRMT,OMIM:619743 (HP:0012625 | HP:0000114 | HP:0012408 | HP:0001994); OMIM:619743 (HP:0012625 | HP:0000114 | HP:0012408 | HP:0001994),2,TRUE
POMT1,9202,POMT1,OMIM:236670 (HP:0000110),1,TRUE
POR,9208,POR,OMIM:201750 (HP:0000085),1,TRUE
PORCN,17652,PORCN,OMIM:305600 (HP:0000085 | HP:0000126 | HP:0030037 | HP:0000073),1,TRUE
POT1,17284,POT1,OMIM:616568 (HP:0009726),1,TRUE
POU6F2,21694,POU6F2,OMIM:601583 (HP:0002667); OMIM:601583 (HP:0002667),2,TRUE
PPFIBP1,9249,PPFIBP1,OMIM:620024 (HP:0000122),1,TRUE
PPP1R15B,14951,PPP1R15B,OMIM:616817 (HP:0000089),1,TRUE
PPP2R1A,9302,PPP2R1A,OMIM:616362 (HP:0000122),1,TRUE
PPP2R3C,17485,PPP2R3C,OMIM:618419 (HP:0000122),1,TRUE
PPP3CA,9314,PPP3CA,OMIM:618265 (HP:0000076 | HP:0000126),1,TRUE
PQBP1,9330,PQBP1,OMIM:309500 (HP:0000089),1,TRUE
PRCC,9343,PRCC,OMIM:605074 (HP:0006766),1,TRUE
PRDX1,9352,PRDX1,OMIM:277400 (HP:0005575 | HP:0000083 | HP:0000112 | HP:0000790),1,TRUE
PRIM1,9369,PRIM1,OMIM:620005 (HP:0000089),1,TRUE
PRKAG2,9386,PRKAG2,OMIM:261740 (HP:0000105),1,TRUE
PRKAR1A,9388,PRKAR1A,OMIM:101800 (HP:0000122),1,TRUE
PRKCD,9399,PRKCD,OMIM:615559 (HP:0003774 | HP:0000100 | HP:0012578),1,TRUE
PRKCSH,9411,PRKCSH,OMIM:174050 (HP:0000107),1,TRUE
PRMT7,25557,PRMT7,OMIM:617157 (HP:0000089),1,TRUE
PROKR2,15836,PROKR2,OMIM:244200 (HP:0000122),1,TRUE
PRPS1,9462,PRPS1,OMIM:300661 (HP:0000083 | HP:0000791 | HP:0034368); OMIM:300661 (HP:0000083 | HP:0000791 | HP:0034368),2,TRUE
PSMC1,9547,PSMC1,OMIM:620071 (HP:0000081),1,TRUE
PSMD12,9557,PSMD12,OMIM:617516 (HP:0000073),1,TRUE
PTH,9606,PTH,OMIM:146200 (HP:0000121); OMIM:146200 (HP:0000121),2,TRUE
PTH1R,9608,PTH1R,OMIM:156400 (HP:0000121),1,TRUE
PTPN11,9644,PTPN11,OMIM:151100 (HP:0000122),1,TRUE
PTPN12,9645,PTPN12,OMIM:114500 (HP:0005584),1,TRUE
PTPN22,9652,PTPN22,OMIM:152700 (HP:0033726 | HP:0000123); OMIM:222100 (HP:0000103),2,TRUE
PTPRJ,9673,PTPRJ,OMIM:114500 (HP:0005584),1,TRUE
PTPRO,9678,PTPRO,OMIM:614196 (HP:0003774 | HP:0000100 | HP:0005576 | HP:0000097 | HP:0012579),1,TRUE
PUF60,17042,PUF60,OMIM:615583 (HP:0000089 | HP:0000107 | HP:0000104),1,TRUE
RAB23,14263,RAB23,OMIM:201000 (HP:0000126 | HP:0000072),1,TRUE
RAD21,9811,RAD21,OMIM:611376 (HP:0000076 | HP:0000089),1,TRUE
RAD51C,9820,RAD51C,OMIM:613390 (HP:0003774 | HP:0000107 | HP:0000126),1,TRUE
RAD54B,17228,RAD54B,OMIM:114500 (HP:0005584),1,TRUE
RAI1,9834,RAI1,OMIM:182290 (HP:0012210); OMIM:182290 (HP:0012210),2,TRUE
RALGAPA1,17770,RALGAPA1,OMIM:618797 (HP:0000076),1,TRUE
RBBP8,9891,RBBP8,OMIM:606744 (HP:0000086),1,TRUE
RBCK1,15864,RBCK1,OMIM:615895 (HP:0000076),1,TRUE
RBM10,9896,RBM10,OMIM:311900 (HP:0000085 | HP:0000126),1,TRUE
RBM8A,9905,RBM8A,OMIM:274000 (HP:0000085 | HP:0004717 | HP:0004712 | HP:0010946 | HP:0000076 | HP:0000073),1,TRUE
RECQL4,9949,RECQL4,OMIM:218600 (HP:0000077),1,TRUE
REN,9958,REN,OMIM:267430 (HP:0008660 | HP:0100519); OMIM:613092 (HP:0000089 | HP:0005576 | HP:0000097 | HP:0004719 | HP:0000092 | HP:0012622),2,TRUE
RERE,9965,RERE,OMIM:616975 (HP:0000076 | HP:0000107),1,TRUE
REST,9966,REST,OMIM:616806 (HP:0002667),1,TRUE
RET,9967,RET,OMIM:171300 (HP:0001920),1,TRUE
RFWD3,25539,RFWD3,OMIM:617784 (HP:0000089),1,TRUE
RIPK4,496,RIPK4,OMIM:263650 (HP:0000086),1,TRUE
RMND1,21176,RMND1,OMIM:614922 (HP:0000089 | HP:0000083 | HP:0001947 | HP:0000110 | HP:0000107),1,TRUE
RNF139,17023,RNF139,OMIM:144700 (HP:0005584),1,TRUE
RNU4ATAC,34016,RNU4ATAC,OMIM:210710 (HP:0000089 | HP:0000113 | HP:0000107),1,TRUE
RNU7-1,34033,RNU7-1,OMIM:619487 (HP:0000083 | HP:0004719 | HP:0000096 | HP:0004722 | HP:0003774),1,TRUE
ROBO2,10250,ROBO2,OMIM:610878 (HP:0000076 | HP:0000089),1,TRUE
ROR2,10257,ROR2,OMIM:268310 (HP:0000121 | HP:0000126 | HP:0000075 | HP:0000787),1,TRUE
RORA,10258,RORA,OMIM:618060 (HP:0000126),1,TRUE
RPGRIP1L,29168,RPGRIP1L,OMIM:611560 (HP:0003774 | HP:0000090 | HP:0000107); OMIM:611561 (HP:0000107); OMIM:619113 (HP:0032945 | HP:0003774 | HP:0032948 | HP:0000083 | HP:0000090 | HP:0000092),3,TRUE
RPL11,10301,RPL11,OMIM:612562 (HP:0000085 | HP:0000076),1,TRUE
RPL26,10327,RPL26,OMIM:614900 (HP:0000104),1,TRUE
RPS19,10402,RPS19,OMIM:105650 (HP:0000089),1,TRUE
RPS26,10414,RPS26,OMIM:613309 (HP:0000086 | HP:0000075),1,TRUE
RRM2B,17296,RRM2B,OMIM:268315 (HP:0003774 | HP:0001994); OMIM:612075 (HP:0000114); OMIM:612075 (HP:0000114),3,TRUE
SALL1,10524,SALL1,OMIM:107480 (HP:0000089 | HP:0000083 | HP:0000003 | HP:0000110 | HP:0000076); OMIM:107480 (HP:0000089 | HP:0000083 | HP:0000003 | HP:0000110 | HP:0000076),2,TRUE
SALL4,15924,SALL4,OMIM:607323 (HP:0000089 | HP:0000085 | HP:0004712 | HP:0000126 | HP:0004736 | HP:0000076 | HP:0000104),1,TRUE
SARS2,17697,SARS2,OMIM:613845 (HP:0012622 | HP:0004719 | HP:0000103),1,TRUE
SBDS,19440,SBDS,OMIM:260400 (HP:0000121),1,TRUE
SC5D,10547,SC5D,OMIM:607330 (HP:0000085),1,TRUE
SCARB2,1665,SCARB2,OMIM:254900 (HP:0000100 | HP:0000083 | HP:0100820 | HP:0000112 | HP:0000097),1,TRUE
SCARF2,19869,SCARF2,OMIM:600920 (HP:0010946),1,TRUE
SCNN1B,10600,SCNN1B,OMIM:177200 (HP:0000083),1,TRUE
SDCCAG8,10671,SDCCAG8,OMIM:613615 (HP:0000090); OMIM:615993 (HP:0000110 | HP:0003774 | HP:0000083 | HP:0000107 | HP:0000104),2,TRUE
SDHB,10681,SDHB,OMIM:115310 (HP:0005584); OMIM:171300 (HP:0001920),2,TRUE
SDHD,10683,SDHD,OMIM:171300 (HP:0001920),1,TRUE
SEC61A1,18276,SEC61A1,OMIM:617056 (HP:0000112 | HP:0000097 | HP:0012622 | HP:0000107),1,TRUE
SERPINH1,1546,SERPINH1,OMIM:613848 (HP:0000787),1,TRUE
SETBP1,15573,SETBP1,OMIM:269150 (HP:0000126 | HP:0000072 | HP:0000071),1,TRUE
SF3B2,10769,SF3B2,OMIM:164210 (HP:0000086 | HP:0000003 | HP:0000076 | HP:0000074 | HP:0000104),1,TRUE
SF3B4,10771,SF3B4,OMIM:154400 (HP:0000122),1,TRUE
SGPL1,10817,SGPL1,OMIM:617575 (HP:0003774 | HP:0000100 | HP:0031266 | HP:0012588 | HP:0012574 | HP:0001967 | HP:0000097),1,TRUE
SHANK3,14294,SHANK3,OMIM:606232 (HP:0000113 | HP:0000077 | HP:0000076),1,TRUE
SHH,10848,SHH,OMIM:142945 (HP:0000126),1,TRUE
SHOC2,15454,SHOC2,OMIM:607721 (HP:0000081),1,TRUE
SI,10856,SI,OMIM:222900 (HP:0000787),1,TRUE
SIX1,10887,SIX1,OMIM:605192 (HP:0000076),1,TRUE
SIX5,10891,SIX5,OMIM:610896 (HP:0000110 | HP:0000083),1,TRUE
SKIC3,23639,SKIC3,OMIM:222470 (HP:0004734),1,TRUE
SLC12A1,10910,SLC12A1,OMIM:601678 (HP:0000121 | HP:0000111 | HP:0000103),1,TRUE
SLC12A3,10912,SLC12A3,OMIM:263800 (HP:0000103),1,TRUE
SLC17A5,10933,SLC17A5,OMIM:269920 (HP:0000100),1,TRUE
SLC1A1,10939,SLC1A1,OMIM:222730 (HP:0000787),1,TRUE
SLC1A2,10940,SLC1A2,OMIM:617105 (HP:0000121),1,TRUE
SLC22A12,17989,SLC22A12,OMIM:220150 (HP:0000791 | HP:0034368 | HP:0100520 | HP:0001919 | HP:0008682 | HP:0033132),1,TRUE
SLC26A1,10993,SLC26A1,OMIM:167030 (HP:0001919 | HP:0008672 | HP:0000074),1,TRUE
SLC2A2,11006,SLC2A2,OMIM:227810 (HP:0000124),1,TRUE
SLC2A9,13446,SLC2A9,OMIM:612076 (HP:0000787); OMIM:612076 (HP:0000787); OMIM:612076 (HP:0000787); OMIM:612076 (HP:0000787),4,TRUE
SLC30A9,1329,SLC30A9,OMIM:617595 (HP:0000089 | HP:0001970 | HP:0000083 | HP:0012625 | HP:0004719),1,TRUE
SLC34A1,11019,SLC34A1,OMIM:612286 (HP:0000787); OMIM:613388 (HP:0000083 | HP:0012213 | HP:0000114); OMIM:616963 (HP:0000121 | HP:0012408 | HP:0000103),3,TRUE
SLC34A3,20305,SLC34A3,OMIM:241530 (HP:0004724 | HP:0000124),1,TRUE
SLC35A2,11022,SLC35A2,OMIM:300896 (HP:0000074); OMIM:300896 (HP:0000074),2,TRUE
SLC36A2,18762,SLC36A2,OMIM:138500 (HP:0008672),1,TRUE
SLC37A4,4061,SLC37A4,OMIM:232220 (HP:0000097 | HP:0012213 | HP:0000105 | HP:0000787); OMIM:232240 (HP:0000083 | HP:0000097 | HP:0000790 | HP:0012213); OMIM:619525 (HP:0002907 | HP:0000793),3,TRUE
SLC3A1,11025,SLC3A1,OMIM:220100 (HP:0000083 | HP:0000787); OMIM:220100 (HP:0000083 | HP:0000787),2,TRUE
SLC41A1,19429,SLC41A1,OMIM:619468 (HP:0032417 | HP:0003774 | HP:0000083 | HP:0032622 | HP:0000103),1,TRUE
SLC4A1,11027,SLC4A1,OMIM:179800 (HP:0000121 | HP:0008341 | HP:0031033 | HP:0000787); OMIM:611590 (HP:0000121 | HP:0030036 | HP:0008341),2,TRUE
SLC4A4,11030,SLC4A4,OMIM:604278 (HP:4000010 | HP:0002049 | HP:0004910),1,TRUE
SLC5A2,11037,SLC5A2,OMIM:233100 (HP:0000103); OMIM:233100 (HP:0000103),2,TRUE
SLC7A7,11065,SLC7A7,OMIM:222700 (HP:0003774),1,TRUE
SLC7A9,11067,SLC7A9,OMIM:220100 (HP:0000083 | HP:0000787); OMIM:220100 (HP:0000083 | HP:0000787),2,TRUE
SLX4,23845,SLX4,OMIM:613951 (HP:0000085 | HP:0000125),1,TRUE
SMARCA4,11100,SMARCA4,OMIM:613325 (HP:0034402),1,TRUE
SMARCAL1,11102,SMARCAL1,OMIM:242900 (HP:0000083 | HP:0000097 | HP:0003774 | HP:0000100),1,TRUE
SMC3,2468,SMC3,OMIM:610759 (HP:0000072),1,TRUE
SMO,11119,SMO,OMIM:241800 (HP:0000110),1,TRUE
SNRPB,11153,SNRPB,OMIM:117650 (HP:0000086 | HP:0000085 | HP:0000107),1,TRUE
SOCS1,19383,SOCS1,OMIM:619375 (HP:0000099),1,TRUE
SON,11183,SON,OMIM:617140 (HP:0000122 | HP:0000085 | HP:0000103),1,TRUE
SOS1,11187,SOS1,OMIM:610733 (HP:0000073 | HP:0000126),1,TRUE
SOS2,11188,SOS2,OMIM:616559 (HP:0000072),1,TRUE
SOX11,11191,SOX11,OMIM:615866 (HP:0004712),1,TRUE
SOX17,18122,SOX17,OMIM:613674 (HP:0012572 | HP:0033737 | HP:0000072 | HP:0000074 | HP:0033741 | HP:0000126),1,TRUE
SOX18,11194,SOX18,OMIM:137940 (HP:0000083 | HP:0012622 | HP:0000793 | HP:0000095),1,TRUE
SOX9,11204,SOX9,OMIM:114290 (HP:0000126); OMIM:114290 (HP:0000126); OMIM:114290 (HP:0000126),3,TRUE
SPINT2,11247,SPINT2,OMIM:270420 (HP:0000073),1,TRUE
SPOP,11254,SPOP,OMIM:618828 (HP:0000076); OMIM:618829 (HP:0000003),2,TRUE
SPRY2,11270,SPRY2,OMIM:616818 (HP:0003774 | HP:0012574 | HP:0000794 | HP:0000790),1,TRUE
SPTBN1,11275,SPTBN1,OMIM:619475 (HP:0000790),1,TRUE
SRC,11283,SRC,OMIM:114500 (HP:0005584),1,TRUE
SRCAP,16974,SRCAP,OMIM:136140 (HP:0000121 | HP:0000126),1,TRUE
SREBF1,11289,SREBF1,OMIM:158310 (HP:0000790),1,TRUE
STAMBP,16950,STAMBP,OMIM:614261 (HP:0000076),1,TRUE
STAT2,11363,STAT2,OMIM:618886 (HP:0001919),1,TRUE
STIM1,11386,STIM1,OMIM:185070 (HP:0000790),1,TRUE
STK11,11389,STK11,OMIM:175200 (HP:0000069),1,TRUE
STRA6,30650,STRA6,OMIM:601186 (HP:0000089 | HP:0000085 | HP:0004712 | HP:0000125 | HP:0000126); OMIM:601186 (HP:0000089 | HP:0000085 | HP:0004712 | HP:0000125 | HP:0000126),2,TRUE
STRADA,30172,STRADA,OMIM:611087 (HP:0000121),1,TRUE
SURF1,11474,SURF1,OMIM:220110 (HP:0000124 | HP:0001994),1,TRUE
TAOK1,29259,TAOK1,OMIM:619575 (HP:0001947),1,TRUE
TAPT1,26887,TAPT1,OMIM:616897 (HP:0000126),1,TRUE
TASP1,15859,TASP1,OMIM:618950 (HP:0000126),1,TRUE
TBC1D24,29203,TBC1D24,OMIM:220500 (HP:0000800 | HP:0000104),1,TRUE
TBC1D7,21066,TBC1D7,OMIM:248000 (HP:0008672),1,TRUE
TBC1D8B,24715,TBC1D8B,OMIM:301028 (HP:0003774 | HP:0000097 | HP:0012588),1,TRUE
TBCK,28261,TBCK,OMIM:616900 (HP:0010945),1,TRUE
TBX1,11592,TBX1,OMIM:188400 (HP:0000122 | HP:0000083 | HP:0000126 | HP:0000110),1,TRUE
TBX15,11594,TBX15,OMIM:260660 (HP:0000126),1,TRUE
TBX18,11595,TBX18,OMIM:143400 (HP:0000110 | HP:0000089 | HP:0000083 | HP:0000072 | HP:0000074 | HP:0004719 | HP:0008676 | HP:0000126),1,TRUE
TCTN2,25774,TCTN2,OMIM:613885 (HP:0004719 | HP:0000113 | HP:0000105),1,TRUE
TCTN3,24519,TCTN3,OMIM:614815 (HP:0000085 | HP:0000107),1,TRUE
TFAP2A,11742,TFAP2A,OMIM:113620 (HP:0000107 | HP:0000104),1,TRUE
TFE3,11752,TFE3,OMIM:300854 (HP:0005584),1,TRUE
THBD,11784,THBD,OMIM:612926 (HP:0005575 | HP:0000790 | HP:0001919 | HP:0100519),1,TRUE
THOC6,28369,THOC6,OMIM:613680 (HP:0000122 | HP:0000085),1,TRUE
TLR2,11848,TLR2,OMIM:114500 (HP:0005584); OMIM:114500 (HP:0005584),2,TRUE
TMCO1,18188,TMCO1,OMIM:213980 (HP:0000122),1,TRUE
TMEM107,28128,TMEM107,OMIM:617562 (HP:0000113); OMIM:617562 (HP:0000113),2,TRUE
TMEM126B,30883,TMEM126B,OMIM:618250 (HP:0003774),1,TRUE
TMEM127,26038,TMEM127,OMIM:171300 (HP:0001920),1,TRUE
TMEM138,26944,TMEM138,OMIM:614465 (HP:0000107 | HP:0000090),1,TRUE
TMEM165,30760,TMEM165,OMIM:614727 (HP:0005575),1,TRUE
TMEM216,25018,TMEM216,OMIM:603194 (HP:0000107); OMIM:608091 (HP:0000083 | HP:0000090 | HP:0000107),2,TRUE
TMEM218,27344,TMEM218,OMIM:619562 (HP:0000113),1,TRUE
TMEM231,37234,TMEM231,OMIM:614970 (HP:0000107); OMIM:615397 (HP:0000113),2,TRUE
TMEM237,14432,TMEM237,OMIM:614424 (HP:0000107),1,TRUE
TMEM260,20185,TMEM260,OMIM:617478 (HP:0000083 | HP:0000107),1,TRUE
TMEM67,28396,TMEM67,OMIM:216360 (HP:0003774 | HP:0000122 | HP:0008659 | HP:0000090 | HP:0000107); OMIM:602152 (HP:0000083 | HP:0012622 | HP:0000090); OMIM:607361 (HP:0000003); OMIM:610688 (HP:0003774 | HP:0000090); OMIM:613550 (HP:0003774 | HP:0005583 | HP:0000090 | HP:0000092 | HP:0000108 | HP:0000103); OMIM:615991 (HP:0000083),6,TRUE
TNXB,11976,TNXB,OMIM:606408 (HP:0000076 | HP:0000122); OMIM:615963 (HP:0000076 | HP:0000081),2,TRUE
TOGARAM1,19959,TOGARAM1,OMIM:619185 (HP:0000126),1,TRUE
TOR1A,3098,TOR1A,OMIM:618947 (HP:0012408),1,TRUE
TP53,11998,TP53,OMIM:114500 (HP:0005584); OMIM:114500 (HP:0005584); OMIM:151623 (HP:0002667),3,TRUE
TP53RK,16197,TP53RK,OMIM:617730 (HP:0003774 | HP:0000100 | HP:0008677 | HP:0001967 | HP:0000097),1,TRUE
TP63,15979,TP63,OMIM:604292 (HP:0000081 | HP:0000126 | HP:0000110 | HP:0000076 | HP:0000072 | HP:0000070 | HP:0000104),1,TRUE
TPRKB,24259,TPRKB,OMIM:617731 (HP:0003774 | HP:0000097 | HP:0012588),1,TRUE
TRAF3IP1,17861,TRAF3IP1,OMIM:616629 (HP:0003774 | HP:0001970 | HP:0000090),1,TRUE
TREX1,12269,TREX1,OMIM:152700 (HP:0033726 | HP:0000123); OMIM:192315 (HP:0000790),2,TRUE
TRIM32,16380,TRIM32,OMIM:615988 (HP:0000077),1,TRUE
TRIM37,7523,TRIM37,OMIM:253250 (HP:0002667),1,TRUE
TRIM8,15579,TRIM8,OMIM:619428 (HP:0000100 | HP:0000099 | HP:0000096),1,TRUE
TRIP11,12305,TRIP11,OMIM:184260 (HP:0000113 | HP:0000090),1,TRUE
TRIP13,12307,TRIP13,OMIM:617598 (HP:0000085 | HP:0002667),1,TRUE
TRMT5,23141,TRMT5,OMIM:616539 (HP:0000124),1,TRUE
TRNT1,17341,TRNT1,OMIM:616084 (HP:0000121),1,TRUE
TRPC6,12338,TRPC6,OMIM:603965 (HP:0003774 | HP:0000100 | HP:0000097 | HP:0012622),1,TRUE
TRPV6,14006,TRPV6,OMIM:618188 (HP:0000122 | HP:0000105),1,TRUE
TRRAP,12347,TRRAP,OMIM:618454 (HP:0000089 | HP:0000126 | HP:0000076 | HP:0000107),1,TRUE
TSC1,12362,TSC1,OMIM:191100 (HP:0006772 | HP:0005584 | HP:0000107),1,TRUE
TSC2,12363,TSC2,OMIM:613254 (HP:0006772 | HP:0005564 | HP:0005584 | HP:0000107),1,TRUE
TTC21B,25660,TTC21B,OMIM:613819 (HP:0003774); OMIM:613820 (HP:0003774 | HP:0000090); OMIM:613820 (HP:0003774 | HP:0000090),3,TRUE
TTC8,20087,TTC8,OMIM:613464 (HP:0000077); OMIM:615985 (HP:0000110),2,TRUE
TULP3,12425,TULP3,OMIM:619902 (HP:0005565 | HP:0032948 | HP:0032622 | HP:0004719 | HP:0000107 | HP:0000105),1,TRUE
TXNDC15,20652,TXNDC15,OMIM:619879 (HP:0000113),1,TRUE
TXNL4A,30551,TXNL4A,OMIM:608572 (HP:0000089 | HP:0000122),1,TRUE
UBA2,30661,UBA2,OMIM:619959 (HP:0000085),1,TRUE
UBE2A,12472,UBE2A,OMIM:300860 (HP:0000085),1,TRUE
UBR1,16808,UBR1,OMIM:243800 (HP:0000126),1,TRUE
UFC1,26941,UFC1,OMIM:618076 (HP:0000076),1,TRUE
UMOD,12559,UMOD,OMIM:162000 (HP:0000112 | HP:0000123 | HP:0000083 | HP:0000092 | HP:0012213),1,TRUE
UMPS,12563,UMPS,OMIM:258900 (HP:0000790),1,TRUE
UNC45A,30594,UNC45A,OMIM:619377 (HP:0033736),1,TRUE
UQCC2,21237,UQCC2,OMIM:615824 (HP:0002049),1,TRUE
USP18,12616,USP18,OMIM:617397 (HP:0005932),1,TRUE
USP8,12631,USP8,OMIM:219090 (HP:0000787),1,TRUE
USP9X,12632,USP9X,OMIM:300919 (HP:0000086); OMIM:300968 (HP:0000126 | HP:0000110),2,TRUE
VHL,12687,VHL,OMIM:144700 (HP:0005584); OMIM:171300 (HP:0001920); OMIM:193300 (HP:0005584 | HP:0005562),3,TRUE
VIPAS39,20347,VIPAS39,OMIM:613404 (HP:0000121 | HP:0001947 | HP:0000112),1,TRUE
VPS33A,18179,VPS33A,OMIM:617303 (HP:0000123 | HP:0000097 | HP:0000092 | HP:0000100 | HP:0000105),1,TRUE
VPS33B,12712,VPS33B,OMIM:208085 (HP:0000121 | HP:0001947 | HP:0000112 | HP:0005565 | HP:0000092),1,TRUE
VPS45,14579,VPS45,OMIM:615285 (HP:0000105),1,TRUE
WAS,12731,WAS,OMIM:301000 (HP:0000112),1,TRUE
WASHC5,28984,WASHC5,OMIM:220210 (HP:0000126),1,TRUE
WBP11,16461,WBP11,OMIM:619227 (HP:0000122 | HP:0000104),1,TRUE
WDR19,18340,WDR19,OMIM:614376 (HP:0004743 | HP:0003774 | HP:0000089 | HP:0000099); OMIM:614377 (HP:0003774 | HP:0000089 | HP:0032948 | HP:0000096 | HP:0000090 | HP:0033601 | HP:0033867 | HP:0004737); OMIM:614378 (HP:0003774); OMIM:616307 (HP:0003774 | HP:0000090 | HP:0033601 | HP:0004737),4,TRUE
WDR35,29250,WDR35,OMIM:613610 (HP:0000083 | HP:0000107); OMIM:614091 (HP:0000089 | HP:0000113 | HP:0000107),2,TRUE
WDR4,12756,WDR4,OMIM:618347 (HP:0000100 | HP:0000097),1,TRUE
WDR73,25928,WDR73,OMIM:251300 (HP:0000083 | HP:0001967 | HP:0000097 | HP:0000100),1,TRUE
WFS1,12762,WFS1,OMIM:222300 (HP:0000072 | HP:0000126),1,TRUE
WLS,30238,WLS,OMIM:619648 (HP:0000126 | HP:0000104),1,TRUE
WNT3,12782,WNT3,OMIM:273395 (HP:0000104),1,TRUE
WNT4,12783,WNT4,OMIM:158330 (HP:0000122); OMIM:611812 (HP:0000104),2,TRUE
WNT5A,12784,WNT5A,OMIM:180700 (HP:0000126 | HP:0000075),1,TRUE
WT1,12796,WT1,OMIM:136680 (HP:0003774 | HP:0000100 | HP:0000097); OMIM:136680 (HP:0003774 | HP:0000100 | HP:0000097); OMIM:194070 (HP:0002667); OMIM:194070 (HP:0002667); OMIM:194080 (HP:0003774 | HP:0000100 | HP:0001967 | HP:0000112 | HP:0000097 | HP:0002667 | HP:0000105); OMIM:194080 (HP:0003774 | HP:0000100 | HP:0001967 | HP:0000112 | HP:0000097 | HP:0002667 | HP:0000105); OMIM:256370 (HP:0000100 | HP:0000083 | HP:0000097 | HP:0001967 | HP:0002667); OMIM:608978 (HP:0000085 | HP:0000105),8,TRUE
XDH,12805,XDH,OMIM:278300 (HP:0012330 | HP:0000804 | HP:0000126),1,TRUE
XPNPEP3,28052,XPNPEP3,OMIM:613159 (HP:0003774 | HP:0005583 | HP:0000090 | HP:0000092 | HP:0004719 | HP:0000108),1,TRUE
XRCC2,12829,XRCC2,OMIM:617247 (HP:0000086),1,TRUE
XRCC4,12831,XRCC4,OMIM:616541 (HP:0000089 | HP:0000122 | HP:0000086),1,TRUE
XYLT1,15516,XYLT1,OMIM:264800 (HP:0100817),1,TRUE
XYLT2,15517,XYLT2,OMIM:264800 (HP:0100817),1,TRUE
YAP1,16262,YAP1,OMIM:120433 (HP:0000790),1,TRUE
YRDC,28905,YRDC,OMIM:619609 (HP:0003774 | HP:0031266 | HP:0001967),1,TRUE
YY1,12856,YY1,OMIM:617557 (HP:0000126 | HP:0000074),1,TRUE
YY1AP1,30935,YY1AP1,OMIM:602531 (HP:0100817 | HP:0001920),1,TRUE
ZAP70,12858,ZAP70,OMIM:617006 (HP:0000100 | HP:0031266 | HP:0012579),1,TRUE
ZBTB18,13030,ZBTB18,OMIM:612337 (HP:0010945),1,TRUE
ZEB2,14881,ZEB2,OMIM:235730 (HP:0000077),1,TRUE
ZIC3,12874,ZIC3,OMIM:306955 (HP:0000085 | HP:0000105 | HP:0000104); OMIM:306955 (HP:0000085 | HP:0000105 | HP:0000104); OMIM:314390 (HP:0000105 | HP:0000126),3,TRUE
ZMIZ1,16493,ZMIZ1,OMIM:618659 (HP:0012585 | HP:0000076),1,TRUE
ZMPSTE24,12877,ZMPSTE24,OMIM:275210 (HP:0000073); OMIM:608612 (HP:0003774),2,TRUE
ZMYM2,12989,ZMYM2,OMIM:619522 (HP:0033737 | HP:0000125 | HP:0000126 | HP:0000074 | HP:0000104),1,TRUE
ZNF148,12933,ZNF148,OMIM:617260 (HP:0000110 | HP:0000107),1,TRUE
ZNF423,16762,ZNF423,OMIM:614844 (HP:0000090 | HP:0000113); OMIM:614844 (HP:0000090 | HP:0000113); OMIM:614844 (HP:0000090 | HP:0000113); OMIM:614844 (HP:0000090 | HP:0000113),4,TRUE
ZNF687,29277,ZNF687,OMIM:616833 (HP:0000121),1,TRUE
ZNF699,24750,ZNF699,OMIM:619488 (HP:0000089 | HP:0012622 | HP:0012584 | HP:0012582 | HP:0100957 | HP:0011035),1,TRUE
ZNFX1,29271,ZNFX1,OMIM:619644 (HP:0000100 | HP:0005575 | HP:0000083 | HP:0000793),1,TRUE
ZPR1,13051,ZPR1,OMIM:619321 (HP:0000089),1,TRUE
