approved_symbol,hgnc_id,gene_name_reported,source,source_count,source_evidence
FCGR2A,3616,FCGR2A,OMIM:152700 (HP:0033726 | HP:0000123),1,TRUE
FCGR2B,3618,FCGR2B,OMIM:152700 (HP:0033726 | HP:0000123),1,TRUE
FGA,3661,FGA,OMIM:105200 (HP:0000112 | HP:0000100 | HP:0000790),1,TRUE
FGF13,3670,FGF13,OMIM:301058 (HP:0010945); OMIM:301058 (HP:0010945),2,TRUE
FGF20,3677,FGF20,OMIM:615721 (HP:0010958),1,TRUE
FGF23,3680,FGF23,OMIM:617993 (HP:0012408),1,TRUE
FGFR1,3688,FGFR1,OMIM:613001 (HP:0000125 | HP:0000126),1,TRUE
FGFR2,3689,FGFR2,OMIM:101200 (HP:0000126); OMIM:149730 (HP:0009741 | HP:0000104); OMIM:207410 (HP:0012210),3,TRUE
FGFR3,3690,FGFR3,OMIM:114500 (HP:0005584),1,TRUE
FH,3700,FH,OMIM:150800 (HP:0005584),1,TRUE
FIBP,3705,FIBP,OMIM:617107 (HP:0030037 | HP:0004712 | HP:0000110 | HP:0000107 | HP:0002667),1,TRUE
FLCN,27310,FLCN,OMIM:114500 (HP:0005584); OMIM:135150 (HP:0005584 | HP:0000107 | HP:0009726); OMIM:144700 (HP:0005584),3,TRUE
FLNA,3754,FLNA,OMIM:300048 (HP:0000126); OMIM:300048 (HP:0000126); OMIM:304120 (HP:0000126); OMIM:305620 (HP:0000126 | HP:0000072); OMIM:309350 (HP:0000071 | HP:0000126),5,TRUE
FLNB,3755,FLNB,OMIM:272460 (HP:0000107),1,TRUE
FN1,3778,FN1,OMIM:601894 (HP:0003774 | HP:0000100 | HP:0002907 | HP:0000083 | HP:0030949 | HP:0030162),1,TRUE
FOCAD,23377,FOCAD,OMIM:619991 (HP:0004719 | HP:0000126),1,TRUE
FOXF1,3809,FOXF1,OMIM:265380 (HP:0000126 | HP:0010946 | HP:0000072),1,TRUE
FOXP3,6106,FOXP3,OMIM:304790 (HP:0000099),1,TRUE
FRAS1,19185,FRAS1,OMIM:219000 (HP:0000089 | HP:0008678),1,TRUE
FREM1,23399,FREM1,OMIM:608980 (HP:0000122 | HP:0000104),1,TRUE
FREM2,25396,FREM2,OMIM:617666 (HP:0000089 | HP:0000104),1,TRUE
FUT8,4019,FUT8,OMIM:618005 (HP:0000121),1,TRUE
FXYD2,4026,FXYD2,OMIM:154020 (HP:0000083),1,TRUE
G6PC1,4056,G6PC1,OMIM:232200 (HP:0000097 | HP:0012213 | HP:0000105 | HP:0000787),1,TRUE
G6PC3,24861,G6PC3,OMIM:612541 (HP:0000126); OMIM:612541 (HP:0000126),2,TRUE
GALNT3,4125,GALNT3,OMIM:211900 (HP:0000121 | HP:0005572 | HP:0005571),1,TRUE
GANAB,4138,GANAB,OMIM:600666 (HP:0000113),1,TRUE
GATA3,4172,GATA3,OMIM:146255 (HP:0000121 | HP:0000110 | HP:0008718 | HP:0000100 | HP:0000790 | HP:0012622 | HP:0008341 | HP:0002049 | HP:0004722),1,TRUE
GATA6,4174,GATA6,OMIM:600001 (HP:0000073),1,TRUE
GATM,4175,GATM,OMIM:134600 (HP:0000083 | HP:0034359 | HP:0000124),1,TRUE
GBE1,4180,GBE1,OMIM:232500 (HP:0005576),1,TRUE
GCM2,4198,GCM2,OMIM:617343 (HP:0000787),1,TRUE
GDF6,4221,GDF6,OMIM:118100 (HP:0000122 | HP:0000077),1,TRUE
GEMIN4,15717,GEMIN4,OMIM:617913 (HP:0000121 | HP:0000089 | HP:0001920 | HP:0000126),1,TRUE
GFRA1,4243,GFRA1,OMIM:619887 (HP:0010958),1,TRUE
GLA,4296,GLA,OMIM:301500 (HP:0000083); OMIM:301500 (HP:0000083),2,TRUE
GLI3,4319,GLI3,OMIM:146510 (HP:0000089 | HP:0000086 | HP:0000126 | HP:0000110 | HP:0000072 | HP:0000107),1,TRUE
GLIS2,29450,GLIS2,OMIM:611498 (HP:0003774 | HP:0000090 | HP:0000092),1,TRUE
GLIS3,28510,GLIS3,OMIM:610199 (HP:0000113 | HP:0000107),1,TRUE
GNA11,4379,GNA11,OMIM:145981 (HP:0000787),1,TRUE
GNB1,4396,GNB1,OMIM:616973 (HP:0000126 | HP:0000074),1,TRUE
GNB2,4398,GNB2,OMIM:619503 (HP:0000122 | HP:0000125),1,TRUE
GNPTAB,29670,GNPTAB,OMIM:252500 (HP:0000105),1,TRUE
GON7,20356,GON7,OMIM:619603 (HP:0003774 | HP:0000097 | HP:0001967),1,TRUE
GPC3,4451,GPC3,OMIM:194070 (HP:0002667); OMIM:312870 (HP:0002667 | HP:0000126 | HP:0000107 | HP:0000105 | HP:0005580),2,TRUE
GREB1L,31042,GREB1L,OMIM:617805 (HP:0000110 | HP:0000076 | HP:0000085 | HP:0000003 | HP:0000126 | HP:0000104),1,TRUE
GRHPR,4570,GRHPR,OMIM:260000 (HP:0000121 | HP:0000083 | HP:0000790 | HP:0008672),1,TRUE
GRIP1,18708,GRIP1,OMIM:617667 (HP:0010958 | HP:0012300),1,TRUE
GSN,4620,GSN,OMIM:105120 (HP:0000100 | HP:0000083),1,TRUE
H4C3,4787,H4C3,OMIM:619758 (HP:0000089 | HP:0005564),1,TRUE
H4C5,4790,H4C5,OMIM:619950 (HP:0012583),1,TRUE
H4C9,4793,H4C9,OMIM:619951 (HP:0000122 | HP:0000076),1,TRUE
HAAO,4796,HAAO,OMIM:617660 (HP:0000076 | HP:0000089),1,TRUE
HBB,4827,HBB,OMIM:603903 (HP:0000083 | HP:0000790),1,TRUE
HDAC4,14063,HDAC4,OMIM:619797 (HP:0000126),1,TRUE
HGD,4892,HGD,OMIM:203500 (HP:0012213 | HP:0000787),1,TRUE
HMOX1,5013,HMOX1,OMIM:614034 (HP:0000123 | HP:0000790),1,TRUE
HNF1A,11621,HNF1A,OMIM:144700 (HP:0005584); OMIM:222100 (HP:0000103),2,TRUE
HNF1B,11630,HNF1B,OMIM:137920 (HP:0003774 | HP:0000089 | HP:0000122 | HP:0012210 | HP:0000077 | HP:0005563 | HP:0000074 | HP:0100611 | HP:0000107 | HP:0000787); OMIM:144700 (HP:0005584),2,TRUE
HNF4A,5024,HNF4A,OMIM:616026 (HP:0000121),1,TRUE
HNRNPH1,5041,HNRNPH1,OMIM:620083 (HP:0000085),1,TRUE
HNRNPK,5044,HNRNPK,OMIM:616580 (HP:0012622 | HP:0000126 | HP:0010946 | HP:0000076),1,TRUE
HOGA1,25155,HOGA1,OMIM:613616 (HP:0008672),1,TRUE
HOXA13,5102,HOXA13,OMIM:140000 (HP:0000083 | HP:0012330 | HP:0000076 | HP:0000074),1,TRUE
HPRT1,5157,HPRT1,OMIM:300322 (HP:0000121 | HP:0000787); OMIM:300323 (HP:0000083 | HP:0000787),2,TRUE
HPS1,5163,HPS1,OMIM:203300 (HP:0000083),1,TRUE
HPSE2,18374,HPSE2,OMIM:236730 (HP:0000072 | HP:0000126),1,TRUE
HRAS,5173,HRAS,OMIM:163200 (HP:0000085); OMIM:218040 (HP:0000083); OMIM:218040 (HP:0000083),3,TRUE
HS2ST1,5193,HS2ST1,OMIM:619194 (HP:0000122 | HP:0010958 | HP:0000072),1,TRUE
HSD17B4,5213,HSD17B4,OMIM:261515 (HP:0000107),1,TRUE
HSPA9,5244,HSPA9,OMIM:616854 (HP:0000089 | HP:0000076),1,TRUE
HYLS1,26558,HYLS1,OMIM:236680 (HP:0000126),1,TRUE
IARS1,5330,IARS1,OMIM:617093 (HP:0000081 | HP:0000126),1,TRUE
IFIH1,18873,IFIH1,OMIM:615846 (HP:0000100),1,TRUE
IFNG,5438,IFNG,OMIM:613254 (HP:0006772 | HP:0005564 | HP:0005584 | HP:0000107),1,TRUE
IFT122,13556,IFT122,OMIM:218330 (HP:0001970 | HP:0012622 | HP:0012623 | HP:0003774),1,TRUE
IFT140,29077,IFT140,OMIM:266920 (HP:0000090 | HP:0000110 | HP:0000073 | HP:0000107 | HP:0003774 | HP:0005565 | HP:0001919),1,TRUE
IFT172,30391,IFT172,OMIM:615630 (HP:0012622 | HP:0000090),1,TRUE
IFT27,18626,IFT27,OMIM:615996 (HP:0000089 | HP:0000083 | HP:0000126),1,TRUE
IFT43,29669,IFT43,OMIM:614099 (HP:0003774 | HP:0000090); OMIM:617866 (HP:0004719 | HP:0000113),2,TRUE
IFT56,21882,IFT56,OMIM:619534 (HP:0000083 | HP:0004719 | HP:0000126 | HP:0010946 | HP:0003774 | HP:0012408),1,TRUE
IL6,6018,IL6,OMIM:222100 (HP:0000103),1,TRUE
INF2,23791,INF2,OMIM:613237 (HP:0003774 | HP:0002907 | HP:0000097); OMIM:614455 (HP:0003774 | HP:0000097),2,TRUE
INPP5E,21474,INPP5E,OMIM:213300 (HP:0000112 | HP:0000107),1,TRUE
INSL3,6086,INSL3,OMIM:219050 (HP:0000104),1,TRUE
INTS1,24555,INTS1,OMIM:618571 (HP:0000110),1,TRUE
INTU,29239,INTU,OMIM:617926 (HP:0000089),1,TRUE
INVS,17870,INVS,OMIM:602088 (HP:0004743 | HP:0003774 | HP:0005564 | HP:0000090 | HP:0004719 | HP:0000105 | HP:0004734),1,TRUE
IPO8,9853,IPO8,OMIM:619472 (HP:0000126),1,TRUE
IQCB1,28949,IQCB1,OMIM:609254 (HP:0003774 | HP:0000090),1,TRUE
ITGA3,6139,ITGA3,OMIM:614748 (HP:0000100 | HP:0000083 | HP:0000097 | HP:0000092 | HP:0012213),1,TRUE
ITGA8,6144,ITGA8,OMIM:191830 (HP:0000110 | HP:0010958),1,TRUE
ITPR3,6182,ITPR3,OMIM:222100 (HP:0000103),1,TRUE
JAG1,6188,JAG1,OMIM:118450 (HP:0000089 | HP:0000081 | HP:0008659 | HP:0001920 | HP:0000097 | HP:0003774 | HP:0001947 | HP:0000110 | HP:0000076),1,TRUE
JAK1,6190,JAK1,OMIM:618999 (HP:0000100 | HP:0012578),1,TRUE
JAM3,15532,JAM3,OMIM:613730 (HP:0000086 | HP:0000800),1,TRUE
KANK2,29300,KANK2,OMIM:617783 (HP:0000100 | HP:0000790 | HP:0012579),1,TRUE
KANSL1,24565,KANSL1,OMIM:610443 (HP:0000126 | HP:0000076),1,TRUE
KARS1,6215,KARS1,OMIM:619147 (HP:0000083),1,TRUE
KAT5,5275,KAT5,OMIM:619103 (HP:0000085 | HP:0000076),1,TRUE
KAT6A,13013,KAT6A,OMIM:616268 (HP:0000126),1,TRUE
KAT6B,17582,KAT6B,OMIM:606170 (HP:0000003 | HP:0000126),1,TRUE
KCNH1,6250,KCNH1,OMIM:135500 (HP:0000787),1,TRUE
KCNJ1,6255,KCNJ1,OMIM:241200 (HP:0000121 | HP:0000111 | HP:0000103),1,TRUE
KCNJ10,6256,KCNJ10,OMIM:612780 (HP:0000103),1,TRUE
KCNJ5,6266,KCNJ5,OMIM:613677 (HP:0000103),1,TRUE
KCNQ1OT1,6295,KCNQ1OT1,OMIM:130650 (HP:0000121 | HP:0000076 | HP:0000803 | HP:0002667 | HP:0000105 | HP:0000787),1,TRUE
KCTD1,18249,KCTD1,OMIM:181270 (HP:0000089 | HP:0000122 | HP:0000083 | HP:0012330),1,TRUE
KDM6A,12637,KDM6A,OMIM:300867 (HP:0000085),1,TRUE
KIAA0753,29110,KIAA0753,OMIM:617127 (HP:0000126),1,TRUE
KIF14,19181,KIF14,OMIM:616258 (HP:0010958 | HP:0000089 | HP:0032464); OMIM:617914 (HP:0000089 | HP:0004719 | HP:0010958 | HP:0012300),2,TRUE
KIFBP,23419,KIFBP,OMIM:609460 (HP:0000076),1,TRUE
KIRREL1,15734,KIRREL1,OMIM:619201 (HP:0012574 | HP:0000097 | HP:0031266 | HP:0012588 | HP:0012579),1,TRUE
KL,6344,KL,OMIM:617994 (HP:0000103 | HP:0000787),1,TRUE
KLLN,37212,KLLN,OMIM:615107 (HP:0009726),1,TRUE
KMT2D,7133,KMT2D,OMIM:147920 (HP:0000126 | HP:0004736 | HP:0000074),1,TRUE
KNSTRN,30767,KNSTRN,OMIM:613328 (HP:0000086),1,TRUE
KRAS,6407,KRAS,OMIM:163200 (HP:0000085),1,TRUE
KYNU,6469,KYNU,OMIM:617661 (HP:0000089 | HP:0000122 | HP:0012622),1,TRUE
LAGE3,26058,LAGE3,OMIM:301006 (HP:0003774 | HP:0000100 | HP:0000097 | HP:0012579),1,TRUE
LAMA5,6485,LAMA5,OMIM:620049 (HP:0003774 | HP:0000100 | HP:0000097 | HP:0012588),1,TRUE
LAMB2,6487,LAMB2,OMIM:609049 (HP:0003774 | HP:0000100 | HP:0004719 | HP:0001967); OMIM:614199 (HP:0003774 | HP:0000100),2,TRUE
LCAT,6522,LCAT,OMIM:245900 (HP:0000083),1,TRUE
LDHA,6535,LDHA,OMIM:612933 (HP:0000083),1,TRUE
LIG1,6598,LIG1,OMIM:619774 (HP:0000003),1,TRUE
LMNB1,6637,LMNB1,OMIM:619179 (HP:0000126),1,TRUE
LMNB2,6638,LMNB2,OMIM:608709 (HP:0000793 | HP:0000100 | HP:0000790),1,TRUE
LMOD1,6647,LMOD1,OMIM:619362 (HP:0000072 | HP:0000126),1,TRUE
LMX1B,6654,LMX1B,OMIM:161200 (HP:0000100 | HP:0000083 | HP:0000099 | HP:0000790); OMIM:256020 (HP:0003774 | HP:0000083 | HP:0000097 | HP:0012579),2,TRUE
LPIN1,13345,LPIN1,OMIM:268200 (HP:0001919),1,TRUE
LRIG2,20889,LRIG2,OMIM:615112 (HP:0000076 | HP:0000083 | HP:0000126),1,TRUE
LRP2,6694,LRP2,OMIM:222448 (HP:0005574),1,TRUE
LRP4,6696,LRP4,OMIM:212780 (HP:0000089 | HP:0000086 | HP:0000104),1,TRUE
LRP5,6697,LRP5,OMIM:617875 (HP:0000107),1,TRUE
LTBP4,6717,LTBP4,OMIM:613177 (HP:0000126),1,TRUE
LYZ,6740,LYZ,OMIM:105200 (HP:0000112 | HP:0000100 | HP:0000790),1,TRUE
LZTFL1,6741,LZTFL1,OMIM:615994 (HP:0003774 | HP:0000107 | HP:0000103),1,TRUE
MAFB,6408,MAFB,OMIM:166300 (HP:0003774 | HP:0000083 | HP:0012586),1,TRUE
MAGED2,16353,MAGED2,OMIM:300971 (HP:0012408 | HP:0000103),1,TRUE
MAGI2,18957,MAGI2,OMIM:617609 (HP:0003774 | HP:0012588 | HP:0012579),1,TRUE
MAP3K7,6859,MAP3K7,OMIM:157800 (HP:0000085 | HP:0000076),1,TRUE
MAPK1,6871,MAPK1,OMIM:619087 (HP:0000081),1,TRUE
MAPKAPK5,6889,MAPKAPK5,OMIM:619869 (HP:0000076),1,TRUE
MAPKBP1,29536,MAPKBP1,OMIM:617271 (HP:0003774 | HP:0000076 | HP:0000083 | HP:0000107 | HP:0000090),1,TRUE
MAPRE2,6891,MAPRE2,OMIM:616734 (HP:0000070),1,TRUE
MASP1,6901,MASP1,OMIM:257920 (HP:0000126),1,TRUE
MAX,6913,MAX,OMIM:171300 (HP:0001920),1,TRUE
MBTPS2,15455,MBTPS2,OMIM:308205 (HP:0000122 | HP:0000003 | HP:0000110 | HP:0000104),1,TRUE
MCC,6935,MCC,OMIM:114500 (HP:0005584),1,TRUE
MCM5,6948,MCM5,OMIM:617564 (HP:0012583 | HP:0011126),1,TRUE
MDM2,6973,MDM2,OMIM:618681 (HP:0000089 | HP:0000083),1,TRUE
MED12,11957,MED12,OMIM:301068 (HP:0000083 | HP:0000126 | HP:0012330 | HP:0000076 | HP:0000072),1,TRUE
MED25,28845,MED25,OMIM:616449 (HP:0000126),1,TRUE
MEFV,6998,MEFV,OMIM:134610 (HP:0000083 | HP:0001917); OMIM:249100 (HP:0003774 | HP:0000100 | HP:0001917),2,TRUE
MET,7029,MET,OMIM:605074 (HP:0006766),1,TRUE
MIA3,24008,MIA3,OMIM:619269 (HP:0000126),1,TRUE
MID1,7095,MID1,OMIM:300000 (HP:0000076),1,TRUE
MKKS,7108,MKKS,OMIM:236700 (HP:0000072 | HP:0000113 | HP:0000126); OMIM:605231 (HP:0000107),2,TRUE
MKS1,7121,MKS1,OMIM:249000 (HP:0000113 | HP:0000800 | HP:0000069 | HP:0000104),1,TRUE
MLH3,7128,MLH3,OMIM:114500 (HP:0005584),1,TRUE
MMACHC,24525,MMACHC,OMIM:277400 (HP:0005575 | HP:0000083 | HP:0000112 | HP:0000790),1,TRUE
MMUT,7526,MMUT,OMIM:251000 (HP:0003774 | HP:0001970),1,TRUE
MNX1,4979,MNX1,OMIM:176450 (HP:0000085 | HP:0000076),1,TRUE
MOCOS,18234,MOCOS,OMIM:603592 (HP:0000083 | HP:0000787),1,TRUE
MOCS1,7190,MOCS1,OMIM:252150 (HP:0000804),1,TRUE
MOCS2,7193,MOCS2,OMIM:252160 (HP:0000804),1,TRUE
MPDU1,7207,MPDU1,OMIM:609180 (HP:0000803),1,TRUE
MPI,7216,MPI,OMIM:602579 (HP:0000114 | HP:0000107),1,TRUE
MRPL3,10379,MRPL3,OMIM:614582 (HP:0001970),1,TRUE
MRPS22,14508,MRPS22,OMIM:611719 (HP:0000091),1,TRUE
MRPS34,16618,MRPS34,OMIM:617664 (HP:0000085),1,TRUE
MSH3,7326,MSH3,OMIM:617100 (HP:0000107),1,TRUE
MTX2,7506,MTX2,OMIM:619127 (HP:0000097),1,TRUE
MUC1,7508,MUC1,OMIM:174000 (HP:0004732 | HP:0003774 | HP:0002048 | HP:0000089 | HP:0005576 | HP:0001970 | HP:0000096 | HP:0005583 | HP:0000092 | HP:0012213 | HP:0000108),1,TRUE
MVK,7530,MVK,OMIM:260920 (HP:0006772),1,TRUE
MYH11,7569,MYH11,OMIM:619351 (HP:0012330 | HP:0033132 | HP:0100519),1,TRUE
MYH9,7579,MYH9,OMIM:155100 (HP:0000077),1,TRUE
MYL9,15754,MYL9,OMIM:619365 (HP:0010945 | HP:0000787),1,TRUE
MYLK,7590,MYLK,OMIM:249210 (HP:0000072),1,TRUE
MYO1E,7599,MYO1E,OMIM:614131 (HP:0003774 | HP:0000100 | HP:0000097 | HP:0000790 | HP:0000092),1,TRUE
MYOCD,16067,MYOCD,OMIM:618719 (HP:0003774 | HP:0100611 | HP:0004719),1,TRUE
MYOD1,7611,MYOD1,OMIM:618975 (HP:0000089 | HP:0000074 | HP:0000126),1,TRUE
MYRF,1181,MYRF,OMIM:618280 (HP:0000105),1,TRUE
NAA10,18704,NAA10,OMIM:300855 (HP:0000113 | HP:0000105 | HP:0004737); OMIM:300855 (HP:0000113 | HP:0000105 | HP:0004737); OMIM:309800 (HP:0000089 | HP:0008678 | HP:0000072),3,TRUE
NADSYN1,29832,NADSYN1,OMIM:618845 (HP:0010958 | HP:0000122 | HP:0005999),1,TRUE
NARS2,26274,NARS2,OMIM:616239 (HP:0000097),1,TRUE
NBN,7652,NBN,OMIM:251260 (HP:0000126),1,TRUE
NCAPG2,21904,NCAPG2,OMIM:618460 (HP:0000089 | HP:0000126 | HP:0000076 | HP:0000073 | HP:0000107),1,TRUE
NDUFAF3,29918,NDUFAF3,OMIM:618240 (HP:0000072 | HP:0000126),1,TRUE
NDUFAF6,28625,NDUFAF6,OMIM:618913 (HP:0003774 | HP:0005576),1,TRUE
NEK1,7744,NEK1,OMIM:263520 (HP:0000113); OMIM:263520 (HP:0000113),2,TRUE
NEK8,13387,NEK8,OMIM:613824 (HP:0003774 | HP:0000090 | HP:0004734); OMIM:615415 (HP:0000800 | HP:0000105),2,TRUE
NEXMIF,29433,NEXMIF,OMIM:300912 (HP:0025650),1,TRUE
NF1,7765,NF1,OMIM:162200 (HP:0001920),1,TRUE
NFIA,7784,NFIA,OMIM:613735 (HP:0000089 | HP:0000076 | HP:0000126),1,TRUE
NFS1,15910,NFS1,OMIM:619386 (HP:0000083),1,TRUE
NHERF1,11075,NHERF1,OMIM:612287 (HP:0000787),1,TRUE
NIPBL,28862,NIPBL,OMIM:122470 (HP:0000089 | HP:0000086 | HP:0012210 | HP:0000076 | HP:0005565 | HP:0000107),1,TRUE
NLRP3,16400,NLRP3,OMIM:120100 (HP:0001917); OMIM:191900 (HP:0000083 | HP:0001917),2,TRUE
NOD2,5331,NOD2,OMIM:617321 (HP:0000787),1,TRUE
NODAL,7865,NODAL,OMIM:270100 (HP:0000089 | HP:0000073 | HP:0000071),1,TRUE
NOS1AP,16859,NOS1AP,OMIM:619155 (HP:0003774 | HP:0000100 | HP:0002907 | HP:0000096 | HP:0031266 | HP:0004722),1,TRUE
NOTCH2,7882,NOTCH2,OMIM:102500 (HP:0000113 | HP:0000107); OMIM:610205 (HP:0000089 | HP:0000083 | HP:0000790 | HP:0001947 | HP:0000107),2,TRUE
NPHP1,7905,NPHP1,OMIM:256100 (HP:0003774 | HP:0005576 | HP:0005583 | HP:0000090 | HP:0000092 | HP:0000108 | HP:0000103); OMIM:266900 (HP:0003774 | HP:0005576 | HP:0000083 | HP:0020132 | HP:0000090 | HP:0004727 | HP:0000103); OMIM:609583 (HP:0003774 | HP:0000083 | HP:0000090 | HP:0100957),3,TRUE
NPHP3,7907,NPHP3,OMIM:208540 (HP:0003774 | HP:0000083 | HP:0000113 | HP:0000110 | HP:0000105 | HP:0005999); OMIM:267010 (HP:0003774 | HP:0100611 | HP:0000003); OMIM:604387 (HP:0003774 | HP:0005576 | HP:0000083 | HP:0000790 | HP:0000090 | HP:0000092 | HP:0000108 | HP:0000103),3,TRUE
NPHP4,19104,NPHP4,OMIM:606966 (HP:0003774 | HP:0005576 | HP:0000090 | HP:0000108 | HP:0000092 | HP:0000103); OMIM:606996 (HP:0003774 | HP:0000090 | HP:0000103),2,TRUE
NPHS1,7908,NPHS1,OMIM:256300 (HP:0000083 | HP:0000096 | HP:0000092 | HP:0008677 | HP:0001967),1,TRUE
NPHS2,13394,NPHS2,OMIM:600995 (HP:0003774 | HP:0000100 | HP:0000097),1,TRUE
NRAS,7989,NRAS,OMIM:114500 (HP:0005584); OMIM:163200 (HP:0000085),2,TRUE
NRIP1,8001,NRIP1,OMIM:618270 (HP:0000076 | HP:0000089 | HP:0000086 | HP:0000003 | HP:0000126),1,TRUE
NSD1,14234,NSD1,OMIM:117550 (HP:0000077),1,TRUE
NSD2,12766,NSD2,OMIM:619695 (HP:0004719 | HP:0012584),1,TRUE
NSDHL,13398,NSDHL,OMIM:308050 (HP:0000122 | HP:0000126),1,TRUE
"NUP107",29914,"NUP107",OMIM:616730 (HP:0003774 | HP:0000100 | HP:0001967 | HP:0000794 | HP:0000097 | HP:0000092 | HP:0012579); OMIM:618348 (HP:0003774 | HP:0000100 | HP:0001967 | HP:0000794 | HP:0000097 | HP:0000092 | HP:0012579),2,TRUE
"NUP133",18016,"NUP133",OMIM:618177 (HP:0003774 | HP:0000097 | HP:0012588); OMIM:618349 (HP:0003774 | HP:0000100 | HP:0000097 | HP:0000790 | HP:0000092),2,TRUE
"NUP160",18017,"NUP160",OMIM:618178 (HP:0000097 | HP:0012625 | HP:0012588),1,TRUE
"NUP205",18658,"NUP205",OMIM:616893 (HP:0003774 | HP:0000097 | HP:0012588),1,TRUE
"NUP85",8734,"NUP85",OMIM:618176 (HP:0003774 | HP:0002907 | HP:0000097 | HP:0012588),1,TRUE
"NUP93",28958,"NUP93",OMIM:616892 (HP:0003774 | HP:0000097 | HP:0000790 | HP:0001967 | HP:0012588),1,TRUE
OCLN,8104,OCLN,OMIM:251290 (HP:0000083),1,TRUE
OCRL,8108,OCRL,OMIM:300555 (HP:0000121 | HP:0012622 | HP:0000114); OMIM:309000 (HP:0000083 | HP:0003774 | HP:0001994 | HP:0002049),2,TRUE
OFD1,2567,OFD1,OMIM:311200 (HP:0000113),1,TRUE
OGG1,8125,OGG1,OMIM:144700 (HP:0005584),1,TRUE
OPLAH,8149,OPLAH,OMIM:260005 (HP:0008672); OMIM:260005 (HP:0008672),2,TRUE
OSGEP,18028,OSGEP,OMIM:617729 (HP:0001967 | HP:0000096 | HP:0003774 | HP:0000100),1,TRUE
OTUD5,25402,OTUD5,OMIM:301056 (HP:0000081 | HP:0000126 | HP:0000076),1,TRUE
PALB2,26144,PALB2,OMIM:610832 (HP:0002667),1,TRUE
PAX1,8615,PAX1,OMIM:615560 (HP:0000107),1,TRUE
PAX2,8616,PAX2,OMIM:120330 (HP:0003774 | HP:0000089 | HP:0000085 | HP:0012622 | HP:0004712 | HP:0000076 | HP:0005564 | HP:0000790 | HP:0000107 | HP:0000003 | HP:0000787); OMIM:616002 (HP:0003774 | HP:0000100 | HP:0000089 | HP:0000097),2,TRUE
PAX6,8620,PAX6,OMIM:120200 (HP:0000076),1,TRUE
PAX7,8621,PAX7,OMIM:618578 (HP:0012585 | HP:0000126),1,TRUE
PBRM1,30064,PBRM1,OMIM:144700 (HP:0005584),1,TRUE
PBX1,8632,PBX1,OMIM:617641 (HP:0030037 | HP:0000089 | HP:0000122 | HP:0000083 | HP:0000086 | HP:0000085 | HP:0004719 | HP:0000110 | HP:0000076 | HP:0005564 | HP:0005563 | HP:0000104),1,TRUE
PC,8636,PC,OMIM:266150 (HP:0002049),1,TRUE
PCK1,8724,PCK1,OMIM:261680 (HP:0000799),1,TRUE
PCK2,8725,PCK2,OMIM:261650 (HP:0000799),1,TRUE
PDCD6IP,8766,PDCD6IP,OMIM:620047 (HP:0005565 | HP:0004719),1,TRUE
PDE6D,8788,PDE6D,OMIM:615665 (HP:0000089),1,TRUE
PDGFRL,8805,PDGFRL,OMIM:114500 (HP:0005584),1,TRUE
PDSS2,23041,PDSS2,OMIM:614652 (HP:0000100),1,TRUE
PEX1,8850,PEX1,OMIM:214100 (HP:0000126 | HP:0004734); OMIM:601539 (HP:0000107),2,TRUE
PEX10,8851,PEX10,OMIM:614870 (HP:0000107),1,TRUE
PEX12,8854,PEX12,OMIM:614859 (HP:0000113),1,TRUE
PEX13,8855,PEX13,OMIM:614883 (HP:0005562 | HP:0000107),1,TRUE
PEX19,9713,PEX19,OMIM:614886 (HP:0000124),1,TRUE
PEX2,9717,PEX2,OMIM:614866 (HP:0000113 | HP:0004734 | HP:0000107),1,TRUE
PEX3,8858,PEX3,OMIM:617370 (HP:0000121),1,TRUE
PEX5,9719,PEX5,OMIM:214110 (HP:0000113),1,TRUE
PEX6,8859,PEX6,OMIM:614862 (HP:0000107); OMIM:614863 (HP:0000070); OMIM:614863 (HP:0000070),3,TRUE
PGAM2,8889,PGAM2,OMIM:261670 (HP:0000083),1,TRUE
PGK1,8896,PGK1,OMIM:300653 (HP:0000083),1,TRUE
PGM1,8905,PGM1,OMIM:614921 (HP:0000126),1,TRUE
PGM3,8907,PGM3,OMIM:615816 (HP:0000793),1,TRUE
PHEX,8918,PHEX,OMIM:307800 (HP:0000124),1,TRUE
PHGDH,8923,PHGDH,OMIM:256520 (HP:0000104),1,TRUE
PHYH,8940,PHYH,OMIM:266500 (HP:0012211),1,TRUE
PI4KA,8983,PI4KA,OMIM:616531 (HP:0010945); OMIM:619708 (HP:0010946),2,TRUE
PIDD1,16491,PIDD1,OMIM:619827 (HP:0000787),1,TRUE
PIEZO2,26270,PIEZO2,OMIM:248700 (HP:0000089),1,TRUE
PIGA,8957,PIGA,OMIM:300868 (HP:0000081 | HP:0011129 | HP:0000076),1,TRUE
PIGL,8966,PIGL,OMIM:280000 (HP:0000081 | HP:0000074 | HP:0000126),1,TRUE
PIGN,8967,PIGN,OMIM:614080 (HP:0000126 | HP:0000110 | HP:0000076 | HP:0000073 | HP:0032464),1,TRUE
PIGO,23215,PIGO,OMIM:614749 (HP:0000076),1,TRUE
PIGQ,14135,PIGQ,OMIM:618548 (HP:0000076 | HP:0000803),1,TRUE
PIGT,14938,PIGT,OMIM:615398 (HP:0000121 | HP:0000072 | HP:0000071 | HP:0000107),1,TRUE
PIGV,26031,PIGV,OMIM:239300 (HP:0012210),1,TRUE
